court_id,site_id,osm_ref,sport,role,parent_id,lat,lon,length_m,width_m,angle_deg,n_in_feature,n_children,n_overlay,subdivided,guessed,oversized,derived,ring
oh_3852671_-8266865:fe38fbc,oh_3852671_-8266865,way/1281257803,tennis,court,,38.526895,-82.6685105,23.8,11.0,149.1,1,0,0,False,False,False,,"[[-82.6683607, 38.5268847], [-82.6685972, 38.5269914], [-82.6686603, 38.5269052], [-82.6684238, 38.5267985]]"
oh_3852671_-8266865:f2a021b,oh_3852671_-8266865,way/1281257804,tennis,court,,38.5267791,-82.6685955,23.8,11.0,149.1,1,0,0,False,False,False,,"[[-82.6684457, 38.5267688], [-82.6686823, 38.5268755], [-82.6687453, 38.5267893], [-82.6685087, 38.5266826]]"
oh_3852671_-8266865:f5b9d19,oh_3852671_-8266865,way/1281257805,tennis,court,,38.5266362,-82.6686981,23.8,11.0,149.1,1,0,0,False,False,False,,"[[-82.6685484, 38.526626], [-82.6687849, 38.5267327], [-82.6688479, 38.5266465], [-82.6686114, 38.5265398]]"
oh_3852671_-8266865:fe8b8d2,oh_3852671_-8266865,way/1281257806,tennis,court,,38.526523,-82.6687841,23.8,11.0,149.1,1,0,0,False,False,False,,"[[-82.6686344, 38.5265127], [-82.6688709, 38.5266195], [-82.6689339, 38.5265333], [-82.6686974, 38.5264265]]"
oh_3853334_-8267546:f956d61,oh_3853334_-8267546,way/1154619827,tennis,court,,38.5333366,-82.6754585,23.6,11.2,31.8,1,0,0,False,False,False,,"[[-82.6755373, 38.5332366], [-82.6753101, 38.5333518], [-82.6753798, 38.5334366], [-82.675607, 38.5333214]]"
oh_3853873_-8268786:f148afa,oh_3853873_-8268786,way/1474822646;way/1474822647;way/1474822648;way/1474822649;way/1474822650;way/1474822651,pickleball,court,,38.5387828,-82.6877905,24.9,16.7,134.5,2,3,0,True,False,False,pickleball_cluster,"[[-82.6876214, 38.538758], [-82.6878253, 38.5389151], [-82.6879596, 38.5388076], [-82.6877557, 38.5386505]]"
oh_3853873_-8268786:f2832cf,oh_3853873_-8268786,way/1474822646,pickleball,pb_child,oh_3853873_-8268786:f148afa,38.5388499,-82.6878542,13.7,6.4,43.9,1,0,0,False,False,False,,"[[-82.6878838, 38.5387859], [-82.6877727, 38.5388732], [-82.6878246, 38.538914], [-82.6879357, 38.5388267]]"
oh_3853873_-8268786:fabc1a6,oh_3853873_-8268786,way/1474822647,pickleball,pb_child,oh_3853873_-8268786:f148afa,38.5387927,-82.6877793,13.7,6.4,43.9,1,0,0,False,False,False,,"[[-82.687809, 38.5387288], [-82.6876978, 38.538816], [-82.6877496, 38.5388567], [-82.6878607, 38.5387695]]"
oh_3853873_-8268786:f33279c,oh_3853873_-8268786,way/1474822648,pickleball,pb_child,oh_3853873_-8268786:f148afa,38.5387346,-82.6877043,13.7,6.4,43.9,1,0,0,False,False,False,,"[[-82.687734, 38.5386706], [-82.6876229, 38.5387578], [-82.6876747, 38.5387985], [-82.6877858, 38.5387113]]"
oh_3853873_-8268786:ff88649,oh_3853873_-8268786,way/1474822646;way/1474822647;way/1474822648;way/1474822649;way/1474822650;way/1474822651,pickleball,court,,38.5386753,-82.6879248,24.9,16.7,134.5,2,3,0,True,False,False,pickleball_cluster,"[[-82.6877557, 38.5386505], [-82.6879596, 38.5388076], [-82.6880939, 38.5387], [-82.68789, 38.5385429]]"
oh_3853873_-8268786:fcd5c3c,oh_3853873_-8268786,way/1474822649,pickleball,pb_child,oh_3853873_-8268786:ff88649,38.5386077,-82.6878615,13.7,6.4,43.9,1,0,0,False,False,False,,"[[-82.6878911, 38.5385438], [-82.68778, 38.538631], [-82.6878318, 38.5386717], [-82.6879429, 38.5385845]]"
oh_3853873_-8268786:fcfb2c1,oh_3853873_-8268786,way/1474822650,pickleball,pb_child,oh_3853873_-8268786:ff88649,38.5386659,-82.6879364,13.7,6.4,43.9,1,0,0,False,False,False,,"[[-82.687966, 38.538602], [-82.6878549, 38.5386892], [-82.6879067, 38.5387299], [-82.6880178, 38.5386427]]"
oh_3853873_-8268786:f620d26,oh_3853873_-8268786,way/1474822651,pickleball,pb_child,oh_3853873_-8268786:ff88649,38.5387232,-82.6880112,13.7,6.4,43.9,1,0,0,False,False,False,,"[[-82.6880408, 38.5386592], [-82.6879298, 38.5387464], [-82.6879816, 38.5387871], [-82.6880927, 38.5386999]]"
oh_3855592_-8271124:f374085,oh_3855592_-8271124,way/852219963,tennis,court,,38.5561254,-82.7111679,26.4,10.5,57.0,1,0,0,False,False,False,,"[[-82.7111969, 38.5559993], [-82.7110364, 38.5562014], [-82.7111388, 38.5562515], [-82.7112993, 38.5560494]]"
oh_3855592_-8271124:ffb367c,oh_3855592_-8271124,way/852219964,tennis,court,,38.5560694,-82.7110434,26.4,10.5,57.0,1,0,0,False,False,False,,"[[-82.7110724, 38.5559433], [-82.710912, 38.5561454], [-82.7110144, 38.5561955], [-82.7111748, 38.5559934]]"
oh_3855592_-8271124:f948bdc,oh_3855592_-8271124,way/852219965,tennis,court,,38.5559331,-82.7115181,26.4,10.5,57.0,1,0,0,False,False,False,,"[[-82.711547, 38.555807], [-82.7113867, 38.5560091], [-82.7114892, 38.5560592], [-82.7116495, 38.5558571]]"
oh_3855592_-8271124:fe31af7,oh_3855592_-8271124,way/852219966,tennis,court,,38.5558702,-82.7113787,26.4,10.5,57.0,1,0,0,False,False,False,,"[[-82.7114077, 38.5557441], [-82.7112472, 38.5559462], [-82.7113496, 38.5559963], [-82.7115101, 38.5557942]]"
oh_3855592_-8271124:f3b24f1,oh_3855592_-8271124,way/852219967,tennis,court,,38.5558072,-82.7112392,26.4,10.5,57.0,1,0,0,False,False,False,,"[[-82.7112682, 38.5556812], [-82.7111078, 38.5558832], [-82.7112102, 38.5559333], [-82.7113706, 38.5557313]]"
oh_3855592_-8271124:fc6259f,oh_3855592_-8271124,way/852219968,tennis,court,,38.5557297,-82.7110997,26.4,10.5,57.0,1,0,0,False,False,False,,"[[-82.7111287, 38.5556036], [-82.7109683, 38.5558056], [-82.7110707, 38.5558557], [-82.7112311, 38.5556537]]"
oh_3869573_-8310158:fe286d0,oh_3869573_-8310158,way/1066424674,tennis,court,,38.6957254,-83.1015792,24.2,12.5,134.7,1,0,0,False,False,False,,"[[-83.1014294, 38.6956902], [-83.1016293, 38.6958414], [-83.1017289, 38.6957606], [-83.101529, 38.6956094]]"
oh_3871971_-8304723:f597e49,oh_3871971_-8304723,way/1042652556,tennis,court,,38.7197327,-83.047416,40.7,17.5,80.7,1,0,0,False,False,False,,"[[-83.0473492, 38.7195402], [-83.0472836, 38.7199031], [-83.0474829, 38.7199252], [-83.0475485, 38.7195623]]"
oh_3871971_-8304723:f440701,oh_3871971_-8304723,way/1042652557,tennis,court,,38.7197123,-83.0472324,40.7,14.8,80.7,1,0,0,False,False,False,,"[[-83.0471813, 38.7195216], [-83.0471157, 38.7198845], [-83.0472836, 38.7199031], [-83.0473492, 38.7195402]]"
oh_3871971_-8304723:f0edd48,oh_3871971_-8304723,way/1042652558,tennis,court,,38.719692,-83.0470496,40.9,18.1,81.7,1,0,0,False,False,False,,"[[-83.046975, 38.7194993], [-83.0469175, 38.7198648], [-83.0471242, 38.7198847], [-83.0471817, 38.7195193]]"
oh_3872376_-8284629:fbdf8ec,oh_3872376_-8284629,way/1180132713,tennis,court,,38.7237802,-82.8464579,24.0,11.2,80.8,1,0,0,False,False,False,,"[[-82.8464136, 38.7236663], [-82.8463749, 38.72388], [-82.8465022, 38.7238942], [-82.8465409, 38.7236804]]"
oh_3872376_-8284629:fa861eb,oh_3872376_-8284629,way/1180132714,tennis,court,,38.7237618,-82.8462887,24.0,11.2,80.8,1,0,0,False,False,False,,"[[-82.8462443, 38.7236478], [-82.8462056, 38.7238616], [-82.846333, 38.7238758], [-82.8463717, 38.723662]]"
oh_3872376_-8284629:ffc4883,oh_3872376_-8284629,way/1180132715,tennis,court,,38.7237441,-82.8461235,24.0,11.2,80.8,1,0,0,False,False,False,,"[[-82.8460792, 38.7236301], [-82.8460405, 38.7238439], [-82.8461678, 38.7238581], [-82.8462065, 38.7236443]]"
oh_3873055_-8298839:f68688e,oh_3873055_-8298839,way/255068207,tennis,court,,38.7308472,-82.9883742,36.7,15.6,86.8,1,0,0,False,False,False,,"[[-82.9882919, 38.7306795], [-82.9882774, 38.7310102], [-82.9884564, 38.731015], [-82.9884709, 38.7306843]]"
oh_3873055_-8298839:fb0e2ad,oh_3873055_-8298839,way/255068208,tennis,court,,38.7302638,-82.9885875,37.3,17.6,86.6,1,0,0,False,False,False,,"[[-82.9884943, 38.7300928], [-82.9884785, 38.730429], [-82.9886807, 38.7304348], [-82.9886965, 38.7300986]]"
oh_3873055_-8298839:fa1753b,oh_3873055_-8298839,way/520021604,tennis,court,,38.7302529,-82.9882046,37.3,17.0,86.6,1,0,0,False,False,False,,"[[-82.9881149, 38.730082], [-82.9880991, 38.7304182], [-82.9882942, 38.7304238], [-82.98831, 38.7300876]]"
oh_3873055_-8298839:fe16e7e,oh_3873055_-8298839,way/520021606,tennis,court,,38.7302583,-82.9883943,37.3,16.0,86.6,1,0,0,False,False,False,,"[[-82.98831, 38.7300876], [-82.9882942, 38.7304237], [-82.9884785, 38.730429], [-82.9884943, 38.7300929]]"
oh_3873055_-8298839:f458d30,oh_3873055_-8298839,way/520021608,tennis,court,,38.7308422,-82.9881854,36.7,17.3,86.8,1,0,0,False,False,False,,"[[-82.9880934, 38.7306742], [-82.9880789, 38.731005], [-82.9882774, 38.7310103], [-82.9882919, 38.7306795]]"
oh_3873055_-8298839:feb7720,oh_3873055_-8298839,way/520021611,tennis,court,,38.7308523,-82.9885637,36.7,17.4,86.8,1,0,0,False,False,False,,"[[-82.9884709, 38.7306842], [-82.9884564, 38.731015], [-82.9886566, 38.7310204], [-82.9886711, 38.7306896]]"
oh_3873461_-8285801:f425b6e,oh_3873461_-8285801,way/1354309564,pickleball,court,,38.7346043,-82.8580646,13.5,6.0,108.6,1,1,0,False,False,False,,"[[-82.8580062, 38.7345563], [-82.8580585, 38.7346703], [-82.858123, 38.7346522], [-82.8580707, 38.7345382]]"
oh_3873461_-8285801:f33880a,oh_3873461_-8285801,way/1354309565,pickleball,court,,38.7346318,-82.857966,13.5,6.0,108.6,1,1,0,False,False,False,,"[[-82.8579075, 38.7345839], [-82.8579598, 38.734698], [-82.8580244, 38.7346798], [-82.8579721, 38.7345657]]"
oh_3873605_-8299179:f3e5ea0,oh_3873605_-8299179,way/314913923,tennis,court,,38.7360565,-82.9921414,37.3,17.3,86.4,1,0,0,False,False,False,,"[[-82.9920508, 38.7358853], [-82.9920334, 38.7362214], [-82.992232, 38.7362277], [-82.9922494, 38.7358916]]"
oh_3873605_-8299179:f7b7e67,oh_3873605_-8299179,way/314913924,tennis,court,,38.7360508,-82.9919591,37.3,14.5,86.4,1,0,0,False,False,False,,"[[-82.9918848, 38.7358801], [-82.9918673, 38.7362162], [-82.9920334, 38.7362215], [-82.9920509, 38.7358854]]"
oh_3873605_-8299179:fc99db1,oh_3873605_-8299179,way/314913925,tennis,court,,38.7360455,-82.991791,37.3,14.8,86.4,1,0,0,False,False,False,,"[[-82.9917146, 38.7358747], [-82.9916972, 38.7362108], [-82.9918674, 38.7362162], [-82.9918848, 38.7358801]]"
oh_3873605_-8299179:fbc1374,oh_3873605_-8299179,way/314913926,tennis,court,,38.7360346,-82.9914442,37.3,16.5,86.4,1,0,0,False,False,False,,"[[-82.9913578, 38.7358635], [-82.9913404, 38.7361996], [-82.9915305, 38.7362056], [-82.9915479, 38.7358695]]"
oh_3873605_-8299179:fe9e06c,oh_3873605_-8299179,way/314913927,tennis,court,,38.7360402,-82.9916226,37.3,14.5,86.4,1,0,0,False,False,False,,"[[-82.9915479, 38.7358695], [-82.9915305, 38.7362056], [-82.9916972, 38.7362109], [-82.9917146, 38.7358748]]"
oh_3873882_-8384085:f58054e,oh_3873882_-8384085,way/575388822,tennis,court,,38.7387415,-83.8408109,33.4,18.2,22.8,2,0,0,True,False,False,,"[[-83.8409419, 38.7386046], [-83.8405929, 38.7387297], [-83.8406798, 38.7388784], [-83.8410288, 38.7387532]]"
oh_3873882_-8384085:f881b76,oh_3873882_-8384085,way/575388822,tennis,court,,38.7388901,-83.8408977,33.4,18.2,22.8,2,0,0,True,False,False,,"[[-83.8410288, 38.7387532], [-83.8406798, 38.7388784], [-83.8407667, 38.739027], [-83.8411157, 38.7389019]]"
oh_3874142_-8320479:fccb76d,oh_3874142_-8320479,way/654040404,tennis,court,,38.7413917,-83.2048611,24.1,11.3,115.6,1,0,0,False,False,False,,"[[-83.2047403, 38.7413181], [-83.2048662, 38.7415115], [-83.2049819, 38.7414653], [-83.204856, 38.7412719]]"
oh_3874142_-8320479:fa16cd1,oh_3874142_-8320479,way/654040405,tennis,court,,38.7414516,-83.2047098,24.1,11.3,115.6,1,0,0,False,False,False,,"[[-83.204589, 38.741378], [-83.2047149, 38.7415714], [-83.2048306, 38.7415252], [-83.2047047, 38.7413318]]"
oh_3874385_-8297608:fc5255d,oh_3874385_-8297608,way/314919704,tennis,court,,38.7439847,-82.9761513,23.5,10.7,87.9,1,0,0,False,False,False,,"[[-82.9760917, 38.7438782], [-82.9760878, 38.7440898], [-82.9762108, 38.7440912], [-82.9762147, 38.7438796]]"
oh_3874385_-8297608:f93a0b8,oh_3874385_-8297608,way/314919707,tennis,court,,38.7439898,-82.9763055,23.5,10.7,87.9,1,0,0,False,False,False,,"[[-82.9762459, 38.7438833], [-82.976242, 38.7440949], [-82.976365, 38.7440963], [-82.9763689, 38.7438847]]"
oh_3874385_-8297608:f6fc5dc,oh_3874385_-8297608,way/314919709,tennis,court,,38.7439818,-82.9758508,23.5,10.7,87.9,1,0,0,False,False,False,,"[[-82.9757912, 38.7438753], [-82.9757873, 38.7440869], [-82.9759103, 38.7440883], [-82.9759142, 38.7438767]]"
oh_3874385_-8297608:f5bb65e,oh_3874385_-8297608,way/314919711,tennis,court,,38.743982,-82.976002,23.5,10.7,87.9,1,0,0,False,False,False,,"[[-82.9759425, 38.7438755], [-82.9759385, 38.7440871], [-82.9760614, 38.7440885], [-82.9760654, 38.7438769]]"
oh_3874385_-8297608:f787370,oh_3874385_-8297608,way/1042670880,pickleball,court,,38.7437511,-82.9763209,13.6,6.2,87.0,1,1,0,False,False,False,,"[[-82.9762874, 38.7436889], [-82.9762827, 38.7438115], [-82.9763544, 38.7438132], [-82.9763591, 38.7436906]]"
oh_3874385_-8297608:fad7936,oh_3874385_-8297608,way/1042670884,pickleball,court,,38.7435864,-82.9763286,13.6,6.2,87.0,1,1,0,False,False,False,,"[[-82.9762951, 38.7435243], [-82.9762904, 38.7436469], [-82.9763621, 38.7436486], [-82.9763668, 38.743526]]"
oh_3874385_-8297608:f33159d,oh_3874385_-8297608,way/1042670881,pickleball,court,,38.7437463,-82.9761684,13.6,6.2,87.0,1,1,0,False,False,False,,"[[-82.9761349, 38.7436841], [-82.9761302, 38.7438067], [-82.9762019, 38.7438084], [-82.9762066, 38.7436858]]"
oh_3874385_-8297608:f9946a4,oh_3874385_-8297608,way/1042670885,pickleball,court,,38.7435828,-82.976173,13.6,6.2,87.0,1,1,0,False,False,False,,"[[-82.9761396, 38.7435207], [-82.9761348, 38.7436432], [-82.9762064, 38.7436449], [-82.9762112, 38.7435224]]"
oh_3874385_-8297608:f599a37,oh_3874385_-8297608,way/1042670882,pickleball,court,,38.7437414,-82.9760128,13.6,6.2,87.0,1,1,0,False,False,False,,"[[-82.9759793, 38.7436793], [-82.9759746, 38.7438019], [-82.9760463, 38.7438036], [-82.976051, 38.743681]]"
oh_3874385_-8297608:f05b3d8,oh_3874385_-8297608,way/1042670886,pickleball,court,,38.7435768,-82.9760189,13.6,6.2,87.0,1,1,0,False,False,False,,"[[-82.9759855, 38.7435147], [-82.9759808, 38.7436372], [-82.9760524, 38.7436389], [-82.9760571, 38.7435164]]"
oh_3874385_-8297608:faab2a8,oh_3874385_-8297608,way/1042670883,pickleball,court,,38.7437378,-82.9758649,13.6,6.2,87.0,1,1,0,False,False,False,,"[[-82.9758314, 38.7436757], [-82.9758267, 38.7437982], [-82.9758984, 38.7437999], [-82.9759031, 38.7436774]]"
oh_3874385_-8297608:f81ae62,oh_3874385_-8297608,way/1042670887,pickleball,court,,38.7435744,-82.9758726,13.6,6.2,87.0,1,1,0,False,False,False,,"[[-82.9758392, 38.7435123], [-82.9758344, 38.7436348], [-82.975906, 38.7436365], [-82.9759108, 38.743514]]"
oh_3875885_-8292709:fccb430,oh_3875885_-8292709,way/1043083669,tennis,court,,38.7587073,-82.9273045,23.1,10.1,129.1,1,0,0,False,False,False,,"[[-82.9271743, 38.7586571], [-82.9273464, 38.7588161], [-82.9274347, 38.7587575], [-82.9272626, 38.7585985]]"
oh_3875885_-8292709:f3be1cd,oh_3875885_-8292709,way/1043083670,tennis,court,,38.7588014,-82.9271596,23.1,10.1,129.1,1,0,0,False,False,False,,"[[-82.9270294, 38.7587512], [-82.9272015, 38.7589102], [-82.9272898, 38.7588516], [-82.9271177, 38.7586926]]"
oh_3875885_-8292709:f2fa7dd,oh_3875885_-8292709,way/1043083671,tennis,court,,38.7588913,-82.9270202,23.1,10.1,129.1,1,0,0,False,False,False,,"[[-82.92689, 38.7588411], [-82.9270621, 38.7590002], [-82.9271504, 38.7589416], [-82.9269783, 38.7587825]]"
oh_3875885_-8292709:f0b856e,oh_3875885_-8292709,way/1043083672,tennis,court,,38.7589813,-82.926878,23.1,10.1,129.1,1,0,0,False,False,False,,"[[-82.9267478, 38.7589311], [-82.9269198, 38.7590901], [-82.9270082, 38.7590315], [-82.9268362, 38.7588725]]"
oh_3876426_-8288919:fb5139c,oh_3876426_-8288919,way/1180132694,tennis,court,,38.7642729,-82.8893433,24.0,10.8,81.1,1,0,0,False,False,False,,"[[-82.8893003, 38.7641592], [-82.8892634, 38.7643736], [-82.8893864, 38.7643866], [-82.8894233, 38.7641722]]"
oh_3876426_-8288919:f09c12b,oh_3876426_-8288919,way/1180132695,tennis,court,,38.764258,-82.8891841,24.0,10.8,81.1,1,0,0,False,False,False,,"[[-82.8891411, 38.7641444], [-82.8891042, 38.7643587], [-82.8892272, 38.7643717], [-82.8892641, 38.7641574]]"
oh_3876426_-8288919:f559097,oh_3876426_-8288919,way/1180132696,tennis,court,,38.764244,-82.8890317,24.0,10.8,81.2,1,0,0,False,False,False,,"[[-82.8889885, 38.7641303], [-82.8889517, 38.7643447], [-82.8890748, 38.7643577], [-82.8891116, 38.7641433]]"
oh_3878544_-8297793:f613ba1,oh_3878544_-8297793,way/1474821955,tennis,court,,38.7854475,-82.9780094,23.8,11.0,85.1,1,0,0,False,False,False,,"[[-82.9779549, 38.7853374], [-82.9779375, 38.7855513], [-82.978064, 38.7855576], [-82.9780814, 38.7853437]]"
oh_3878544_-8297793:f68aa8f,oh_3878544_-8297793,way/1474821956,tennis,court,,38.7854417,-82.9778409,23.8,11.0,85.1,1,0,0,False,False,False,,"[[-82.9777863, 38.7853316], [-82.9777689, 38.7855454], [-82.9778954, 38.7855517], [-82.9779128, 38.7853379]]"
oh_3878603_-8297074:fcbd1f7,oh_3878603_-8297074,way/1042652628,tennis,court,,38.7859478,-82.9707282,36.6,18.3,6.7,2,0,0,True,False,False,,"[[-82.9709223, 38.7858434], [-82.9705051, 38.7858888], [-82.9705341, 38.7860521], [-82.9709513, 38.7860067]]"
oh_3878603_-8297074:fdcf20f,oh_3878603_-8297074,way/1042652628,tennis,court,,38.7861143,-82.9707578,36.6,18.3,6.7,2,0,0,True,False,False,,"[[-82.9709519, 38.78601], [-82.9705347, 38.7860554], [-82.9705637, 38.7862187], [-82.9709809, 38.7861733]]"
oh_3880266_-8226320:fd3b935,oh_3880266_-8226320,way/1552895636,tennis,court,,38.8026707,-82.2634518,23.5,11.5,85.7,1,0,0,False,False,False,,"[[-82.2633939, 38.802562], [-82.2633773, 38.802773], [-82.2635097, 38.8027794], [-82.2635263, 38.8025684]]"
oh_3880266_-8226320:f88a9c8,oh_3880266_-8226320,way/1552895637,tennis,court,,38.8026626,-82.263283,23.5,11.5,85.7,1,0,0,False,False,False,,"[[-82.263225, 38.8025539], [-82.2632084, 38.8027649], [-82.2633409, 38.8027713], [-82.2633575, 38.8025603]]"
oh_3880266_-8226320:fea7c37,oh_3880266_-8226320,way/1552895638,tennis,court,,38.8026546,-82.2631154,23.5,11.5,85.7,1,0,0,False,False,False,,"[[-82.2630575, 38.8025459], [-82.2630409, 38.8027569], [-82.2631734, 38.8027633], [-82.26319, 38.8025523]]"
oh_3880266_-8226320:f7728a6,oh_3880266_-8226320,way/1552895639,tennis,court,,38.8026466,-82.2629476,23.5,11.5,85.7,1,0,0,False,False,False,,"[[-82.2628896, 38.8025378], [-82.262873, 38.8027489], [-82.2630055, 38.8027553], [-82.2630221, 38.8025442]]"
oh_3881074_-8221139:f0945aa,oh_3881074_-8221139,way/920904954,tennis,court,,38.8107395,-82.2113899,32.2,20.9,40.3,1,0,0,False,False,False,,"[[-82.2114506, 38.8105735], [-82.2111712, 38.8107637], [-82.2113291, 38.8109056], [-82.2116085, 38.8107154]]"
oh_3881193_-8220553:febc136,oh_3881193_-8220553,way/1164714762,tennis,court,,38.8118722,-82.2054598,34.7,11.5,39.9,1,0,0,False,False,False,,"[[-82.2055683, 38.8117308], [-82.2052649, 38.8119348], [-82.2053514, 38.8120135], [-82.2056548, 38.8118095]]"
oh_3881193_-8220553:f2c7465,oh_3881193_-8220553,way/1164714763,tennis,court,,38.8119792,-82.2055822,34.0,16.5,38.4,1,0,0,False,False,False,,"[[-82.2056739, 38.8118245], [-82.2053702, 38.8120182], [-82.2054906, 38.8121338], [-82.2057943, 38.8119401]]"
oh_3882126_-8218831:f2f4ce2,oh_3882126_-8218831,way/920904929,tennis,court,,38.8212359,-82.1882094,36.6,17.0,70.2,1,0,0,False,False,False,,"[[-82.1881858, 38.8210549], [-82.1880479, 38.8213669], [-82.1882329, 38.8214169], [-82.1883708, 38.8211049]]"
oh_3882126_-8218831:fcfbc23,oh_3882126_-8218831,way/1164714769,tennis,court,,38.821278,-82.1884106,36.6,17.0,70.2,1,0,0,False,False,False,,"[[-82.1883871, 38.821097], [-82.1882492, 38.821409], [-82.1884342, 38.821459], [-82.1885721, 38.821147]]"
oh_3882676_-8381701:f1c5000,oh_3882676_-8381701,way/574964752,tennis,court,,38.8267582,-83.8170081,38.1,19.0,81.7,1,0,0,False,False,False,,"[[-83.8169246, 38.826578], [-83.8168744, 38.8269188], [-83.8170915, 38.8269384], [-83.8171417, 38.8265976]]"
oh_3883551_-8410040:fede574,oh_3883551_-8410040,way/1481002431,tennis,court,,38.8355626,-84.1005548,24.0,11.2,63.4,1,0,0,False,False,False,,"[[-84.1005539, 38.8354433], [-84.1004385, 38.8356396], [-84.1005557, 38.8356818], [-84.1006711, 38.8354855]]"
oh_3883551_-8410040:f2318cc,oh_3883551_-8410040,way/1481002432,tennis,court,,38.8355087,-84.1004017,24.0,11.2,63.4,1,0,0,False,False,False,,"[[-84.1004008, 38.8353894], [-84.1002854, 38.8355857], [-84.1004026, 38.8356279], [-84.100518, 38.8354316]]"
oh_3883551_-8410040:f500df5,oh_3883551_-8410040,way/1481002433,tennis,court,,38.8354531,-84.1002493,24.0,11.2,63.4,1,0,0,False,False,False,,"[[-84.1002484, 38.8353339], [-84.100133, 38.8355301], [-84.1002502, 38.8355723], [-84.1003656, 38.8353761]]"
oh_3885242_-8214567:f2b38eb,oh_3885242_-8214567,node/10787280079,pickleball,court,,38.8524184,-82.1456733,18.3,9.1,90.0,1,1,0,False,True,False,,"[[-82.1456196, 38.8523365], [-82.1456222, 38.8525014], [-82.145727, 38.8525003], [-82.1457244, 38.8523354]]"
oh_3886055_-8285169:f7f758b,oh_3886055_-8285169,way/598693970,tennis,court,,38.8605556,-82.8518431,23.2,11.1,86.8,1,0,0,False,False,False,,"[[-82.8517836, 38.8604495], [-82.8517743, 38.8606582], [-82.8519025, 38.8606617], [-82.8519118, 38.860453]]"
oh_3886055_-8285169:f518dff,oh_3886055_-8285169,way/598693971,tennis,court,,38.8605507,-82.8516875,23.8,10.9,86.5,1,0,0,False,False,False,,"[[-82.8516303, 38.8604418], [-82.8516191, 38.8606556], [-82.8517446, 38.8606596], [-82.8517558, 38.8604458]]"
oh_3886055_-8285169:fb7ff23,oh_3886055_-8285169,way/598693972,tennis,court,,38.860548,-82.8515283,23.7,11.0,87.2,1,0,0,False,False,False,,"[[-82.8514686, 38.8604399], [-82.851461, 38.8606533], [-82.8515881, 38.8606561], [-82.8515957, 38.8604427]]"
oh_3886580_-8391285:f73114c,oh_3886580_-8391285,way/574975554,tennis,court,,38.8658038,-83.9128462,36.3,18.2,17.5,1,0,0,False,False,False,,"[[-83.9130087, 38.8656722], [-83.912614, 38.8657807], [-83.9126836, 38.8659354], [-83.9130783, 38.8658269]]"
oh_3887702_-8347387:ff0ed82,oh_3887702_-8347387,way/1210432578,tennis,court,,38.8770228,-83.4738744,35.0,18.5,42.3,1,0,0,False,False,False,,"[[-83.4739458, 38.8768534], [-83.473655, 38.8770718], [-83.4738029, 38.8771922], [-83.4740938, 38.8769738]]"
oh_3888228_-8390146:f08099f,oh_3888228_-8390146,way/337276380,tennis,court,,38.8823349,-83.9012545,33.4,18.2,169.2,4,0,0,True,False,False,,"[[-83.9010481, 38.8823924], [-83.9014283, 38.8824392], [-83.9014608, 38.8822774], [-83.9010807, 38.8822307]]"
oh_3888228_-8390146:f67cf3d,oh_3888228_-8390146,way/337276380,tennis,court,,38.8821732,-83.901287,33.4,18.2,169.2,4,0,0,True,False,False,,"[[-83.9010807, 38.8822307], [-83.9014608, 38.8822774], [-83.9014934, 38.8821157], [-83.9011132, 38.8820689]]"
oh_3888228_-8390146:f61f879,oh_3888228_-8390146,way/337276380,tennis,court,,38.8823817,-83.9016346,33.4,18.2,169.2,4,0,0,True,False,False,,"[[-83.9014283, 38.8824392], [-83.9018084, 38.8824859], [-83.901841, 38.8823242], [-83.9014608, 38.8822774]]"
oh_3888228_-8390146:f6b1f6f,oh_3888228_-8390146,way/337276380,tennis,court,,38.8822199,-83.9016672,33.4,18.2,169.2,4,0,0,True,False,False,,"[[-83.9014608, 38.8822774], [-83.901841, 38.8823242], [-83.9018735, 38.8821624], [-83.9014934, 38.8821157]]"
oh_3888375_-8296506:fb99751,oh_3888375_-8296506,way/598626483,tennis,court,,38.8837563,-82.9653135,24.3,10.9,87.2,1,0,0,False,False,False,,"[[-82.9652545, 38.8836458], [-82.9652467, 38.8838642], [-82.9653725, 38.8838669], [-82.9653803, 38.8836485]]"
oh_3888375_-8296506:f439d9d,oh_3888375_-8296506,way/598626484,tennis,court,,38.8837505,-82.9651386,23.4,10.0,86.5,1,0,0,False,False,False,,"[[-82.9650863, 38.8836433], [-82.9650757, 38.8838542], [-82.9651908, 38.8838577], [-82.9652014, 38.8836468]]"
oh_3888375_-8296506:f13f467,oh_3888375_-8296506,way/598626485,tennis,court,,38.8837487,-82.9649685,22.8,10.4,87.7,1,0,0,False,False,False,,"[[-82.9649109, 38.8836451], [-82.9649061, 38.8838505], [-82.965026, 38.8838522], [-82.9650308, 38.8836468]]"
oh_3888375_-8296506:fcea031,oh_3888375_-8296506,way/598626486,tennis,court,,38.8837484,-82.964802,23.0,10.0,87.2,1,0,0,False,False,False,,"[[-82.9647479, 38.8836434], [-82.9647408, 38.8838509], [-82.964856, 38.8838533], [-82.9648631, 38.8836458]]"
oh_3888969_-8361618:fc9133a,oh_3888969_-8361618,way/394701984,tennis,court,,38.8896923,-83.6161832,35.0,18.6,84.5,1,0,0,False,False,False,,"[[-83.6160896, 38.8895296], [-83.6160624, 38.8898436], [-83.6162768, 38.8898549], [-83.616304, 38.8895409]]"
