court_id,site_id,osm_ref,sport,role,parent_id,lat,lon,length_m,width_m,angle_deg,n_in_feature,n_children,n_overlay,subdivided,guessed,oversized,derived,ring
oh_4117753_-8152675:fae6680,oh_4117753_-8152675,way/1336995753,pickleball,court,,41.177527,-81.5267546,13.2,6.1,65.7,1,1,0,False,False,False,,"[[-81.5267531, 41.1774616], [-81.5266893, 41.17757], [-81.5267561, 41.1775924], [-81.5268199, 41.177484]]"
oh_4117959_-8163297:f55ef47,oh_4117959_-8163297,way/86974255,tennis,court,,41.1795637,-81.6333257,23.6,10.9,90.6,1,0,0,False,False,False,,"[[-81.6332579, 41.1794582], [-81.633263, 41.179671], [-81.6333935, 41.1796692], [-81.6333884, 41.1794564]]"
oh_4117959_-8163297:f3e071e,oh_4117959_-8163297,way/86974256,tennis,court,,41.1796082,-81.6326617,23.7,11.1,90.3,1,0,2,False,False,False,,"[[-81.632594, 41.1795023], [-81.6325976, 41.1797154], [-81.6327295, 41.1797141], [-81.6327259, 41.179501]]"
oh_4117959_-8163297:fa866fc,oh_4117959_-8163297,way/1158556988,tennis,court,,41.179607,-81.6328451,23.6,11.2,90.4,1,0,2,False,False,False,,"[[-81.6327764, 41.1795014], [-81.6327806, 41.1797142], [-81.6329137, 41.1797127], [-81.6329095, 41.1794999]]"
oh_4117959_-8163297:f2bda25,oh_4117959_-8163297,way/1158556989,tennis,court,,41.1795643,-81.6331448,23.6,11.1,90.8,1,0,0,False,False,False,,"[[-81.6330756, 41.1794592], [-81.6330815, 41.1796715], [-81.633214, 41.1796694], [-81.6332081, 41.1794571]]"
oh_4117959_-8163297:f5406d5,oh_4117959_-8163297,way/1254594662,pickleball,pb_child,oh_4117959_-8163297:fa866fc,41.1796884,-81.6328462,13.5,6.1,90.0,1,0,0,False,False,False,,"[[-81.6328091, 41.1796276], [-81.6328103, 41.1797496], [-81.6328834, 41.1797492], [-81.6328822, 41.1796272]]"
oh_4117959_-8163297:faeb2d9,oh_4117959_-8163297,way/1254594663,pickleball,pb_child,oh_4117959_-8163297:fa866fc,41.1795233,-81.6328436,13.5,6.1,90.0,1,0,0,False,False,False,,"[[-81.6328064, 41.1794625], [-81.6328076, 41.1795845], [-81.6328808, 41.1795841], [-81.6328796, 41.1794621]]"
oh_4117959_-8163297:fe966d1,oh_4117959_-8163297,way/1254594664,pickleball,pb_child,oh_4117959_-8163297:f3e071e,41.1795254,-81.6326607,13.5,6.1,90.0,1,0,0,False,False,False,,"[[-81.6326236, 41.1794646], [-81.6326248, 41.1795866], [-81.6326979, 41.1795862], [-81.6326967, 41.1794642]]"
oh_4117959_-8163297:f367b7e,oh_4117959_-8163297,way/1254594665,pickleball,pb_child,oh_4117959_-8163297:f3e071e,41.1796894,-81.6326656,13.5,6.1,90.0,1,0,0,False,False,False,,"[[-81.6326284, 41.1796286], [-81.6326296, 41.1797506], [-81.6327027, 41.1797502], [-81.6327015, 41.1796282]]"
oh_4118091_-8341645:fe5eab2,oh_4118091_-8341645,way/374975701,tennis,court,,41.1809105,-83.4164528,24.1,11.5,89.1,1,0,0,False,False,False,,"[[-83.4163827, 41.1808027], [-83.416386, 41.1810195], [-83.4165229, 41.1810183], [-83.4165196, 41.1808015]]"
oh_4118253_-8474069:f3688a3,oh_4118253_-8474069,way/991786029,pickleball,court,,41.1825339,-84.7406906,23.5,10.7,107.8,1,1,0,False,False,False,,"[[-84.7405826, 41.1824514], [-84.7406795, 41.1826497], [-84.7407986, 41.1826165], [-84.7407017, 41.1824182]]"
oh_4118315_-8063286:f38ca17,oh_4118315_-8063286,way/1343494318,tennis,court,,41.1831526,-80.6328609,36.9,18.8,85.8,1,0,0,False,False,False,,"[[-80.6327661, 41.1829803], [-80.6327323, 41.1833119], [-80.6329557, 41.1833249], [-80.6329895, 41.1829933]]"
oh_4118406_-8139982:fda97c5,oh_4118406_-8139982,way/129737055,tennis,court,,41.1840614,-81.3998176,23.5,10.8,113.2,1,0,0,False,False,False,,"[[-81.3997028, 41.1839839], [-81.399814, 41.1841778], [-81.3999324, 41.184139], [-81.3998213, 41.1839451]]"
oh_4118431_-8097685:f1cffff,oh_4118431_-8097685,way/918759518,tennis,court,,41.1843323,-80.976929,23.9,10.9,68.9,1,0,0,False,False,False,,"[[-80.9769197, 41.1842142], [-80.976817, 41.1844148], [-80.9769384, 41.1844503], [-80.9770411, 41.1842497]]"
oh_4118431_-8097685:fa394c2,oh_4118431_-8097685,way/918759519,tennis,court,,41.184284,-80.9767623,23.9,10.9,68.9,1,0,0,False,False,False,,"[[-80.9767528, 41.1841659], [-80.9766502, 41.1843665], [-80.9767717, 41.184402], [-80.9768743, 41.1842014]]"
oh_4118450_-8061346:f040d54,oh_4118450_-8061346,way/1338358522,tennis,court,,41.1844962,-80.6134576,37.9,19.3,89.5,1,0,0,False,False,False,,"[[-80.6133458, 41.1843245], [-80.6133397, 41.1846655], [-80.6135694, 41.1846679], [-80.6135755, 41.1843269]]"
oh_4118525_-8158666:fb7c5cd,oh_4118525_-8158666,way/86576741,tennis,court,,41.1854692,-81.5867683,23.8,11.0,70.5,1,0,0,False,False,False,,"[[-81.5867528, 41.1853516], [-81.5866598, 41.1855543], [-81.5867837, 41.1855867], [-81.5868767, 41.185384]]"
oh_4118525_-8158666:fc8284e,oh_4118525_-8158666,way/484826614,tennis,court,,41.1851143,-81.5868774,23.8,11.1,70.5,1,0,0,False,False,False,,"[[-81.5868615, 41.1849966], [-81.5867684, 41.1851991], [-81.5868933, 41.1852319], [-81.5869864, 41.1850294]]"
oh_4118525_-8158666:f16617d,oh_4118525_-8158666,way/1084532337,tennis,court,,41.1854256,-81.5866004,23.8,11.0,70.5,1,0,0,False,False,False,,"[[-81.586585, 41.185308], [-81.586492, 41.1855107], [-81.5866159, 41.1855431], [-81.5867089, 41.1853404]]"
oh_4118525_-8158666:fd8c14c,oh_4118525_-8158666,way/1084532338,tennis,court,,41.1853815,-81.5864392,23.8,11.0,70.5,1,0,0,False,False,False,,"[[-81.5864237, 41.185264], [-81.5863308, 41.1854667], [-81.5864547, 41.1854991], [-81.5865476, 41.1852964]]"
oh_4118525_-8158666:f31a8d1,oh_4118525_-8158666,way/1084532339,tennis,court,,41.1850686,-81.5867136,23.8,11.1,70.5,1,0,0,False,False,False,,"[[-81.5866978, 41.184951], [-81.5866047, 41.1851535], [-81.5867295, 41.1851862], [-81.5868226, 41.1849837]]"
oh_4118525_-8158666:f4f8562,oh_4118525_-8158666,way/1084532340,tennis,court,,41.1850261,-81.5865505,23.8,11.1,70.5,1,0,0,False,False,False,,"[[-81.5865346, 41.1849084], [-81.5864415, 41.1851109], [-81.5865664, 41.1851437], [-81.5866595, 41.1849412]]"
oh_4118558_-8162470:f5894ca,oh_4118558_-8162470,way/86974102,tennis,court,,41.1857513,-81.6248667,23.5,10.9,88.9,1,0,0,False,False,False,,"[[-81.6248035, 41.1856448], [-81.6248002, 41.1858565], [-81.6249299, 41.1858577], [-81.6249332, 41.185646]]"
oh_4118558_-8162470:fbbba85,oh_4118558_-8162470,way/1126131535,tennis,court,,41.1857483,-81.6246943,23.5,10.9,88.9,1,0,0,False,False,False,,"[[-81.6246311, 41.185642], [-81.6246279, 41.1858536], [-81.6247575, 41.1858547], [-81.6247607, 41.1856431]]"
oh_4118558_-8162470:f5c4de9,oh_4118558_-8162470,way/1126131536,tennis,court,,41.1857483,-81.6245233,23.5,10.9,88.9,1,0,0,False,False,False,,"[[-81.6244601, 41.185642], [-81.6244569, 41.1858536], [-81.6245865, 41.1858547], [-81.6245897, 41.1856431]]"
oh_4118558_-8162470:f0ce176,oh_4118558_-8162470,way/1126131537,tennis,court,,41.1854223,-81.624873,23.5,10.9,88.9,1,0,0,False,False,False,,"[[-81.6248098, 41.1853159], [-81.6248066, 41.1855275], [-81.6249362, 41.1855286], [-81.6249394, 41.185317]]"
oh_4118558_-8162470:f0bdccc,oh_4118558_-8162470,way/1126131538,tennis,court,,41.1854194,-81.624702,23.5,10.9,88.9,1,0,0,False,False,False,,"[[-81.6246388, 41.185313], [-81.6246356, 41.1855246], [-81.6247652, 41.1855257], [-81.6247684, 41.1853141]]"
oh_4118558_-8162470:f60339e,oh_4118558_-8162470,way/1126131539,tennis,court,,41.1854194,-81.6245284,23.5,10.9,88.9,1,0,0,False,False,False,,"[[-81.6244652, 41.185313], [-81.624462, 41.1855246], [-81.6245917, 41.1855257], [-81.6245949, 41.1853141]]"
oh_4119066_-8165059:f686aa0,oh_4119066_-8165059,way/1126131508,tennis,court,,41.190641,-81.6506793,23.6,11.2,104.9,1,0,0,False,False,False,,"[[-81.650578, 41.1905515], [-81.6506524, 41.1907569], [-81.6507807, 41.1907304], [-81.6507063, 41.190525]]"
oh_4119066_-8165059:f5e08c4,oh_4119066_-8165059,way/1126131509,tennis,court,,41.1906751,-81.6505103,23.6,11.1,104.9,1,0,0,False,False,False,,"[[-81.650409, 41.1905856], [-81.6504834, 41.190791], [-81.6506116, 41.1907645], [-81.6505372, 41.1905591]]"
oh_4119191_-8062180:f2efe41,oh_4119191_-8062180,way/1372115213,tennis,court,,41.1919135,-80.6217978,23.8,11.3,92.3,1,0,0,False,False,False,,"[[-80.6217257, 41.1918083], [-80.6217357, 41.1920222], [-80.6218698, 41.1920186], [-80.6218598, 41.1918047]]"
oh_4119248_-8150909:f31465c,oh_4119248_-8150909,way/86578585,tennis,court,,41.1926972,-81.5092182,23.5,10.6,80.7,1,0,0,False,False,False,,"[[-81.5091777, 41.1925854], [-81.5091341, 41.1927942], [-81.5092587, 41.192809], [-81.5093023, 41.1926002]]"
oh_4119248_-8150909:ffe67d6,oh_4119248_-8150909,way/86578586,tennis,court,,41.1923027,-81.5093004,23.4,10.7,80.3,1,0,0,False,False,False,,"[[-81.50926, 41.1921909], [-81.5092147, 41.1923989], [-81.5093409, 41.1924146], [-81.5093862, 41.1922066]]"
oh_4119248_-8150909:f965226,oh_4119248_-8150909,way/966858442,tennis,court,,41.1926768,-81.5090434,23.5,10.6,80.7,1,0,0,False,False,False,,"[[-81.5090029, 41.192565], [-81.5089593, 41.1927738], [-81.5090839, 41.1927886], [-81.5091275, 41.1925798]]"
oh_4119248_-8150909:f3808c9,oh_4119248_-8150909,way/966858443,tennis,court,,41.1926586,-81.5088751,23.5,10.6,80.7,1,0,0,False,False,False,,"[[-81.5088346, 41.1925467], [-81.5087909, 41.1927556], [-81.5089155, 41.1927705], [-81.5089592, 41.1925616]]"
oh_4119248_-8150909:f316790,oh_4119248_-8150909,way/966858444,tennis,court,,41.1922864,-81.5091296,23.4,10.7,80.3,1,0,0,False,False,False,,"[[-81.5090892, 41.1921746], [-81.5090439, 41.1923825], [-81.5091701, 41.1923982], [-81.5092154, 41.1921903]]"
oh_4119248_-8150909:ff888c9,oh_4119248_-8150909,way/966858445,tennis,court,,41.1922619,-81.5089593,23.4,10.7,80.3,1,0,0,False,False,False,,"[[-81.5089188, 41.1921501], [-81.5088735, 41.192358], [-81.5089997, 41.1923737], [-81.509045, 41.1921658]]"
oh_4119253_-8074197:f87fa23,oh_4119253_-8074197,way/473862024,tennis,court,,41.1925376,-80.7420556,22.4,9.9,84.4,1,0,0,False,False,False,,"[[-80.7420102, 41.1924329], [-80.7419836, 41.1926334], [-80.7421009, 41.1926423], [-80.7421275, 41.1924418]]"
oh_4119253_-8074197:f6718ab,oh_4119253_-8074197,way/473862025,tennis,court,,41.1925492,-80.7422187,23.2,8.6,86.3,1,0,0,False,False,False,,"[[-80.7421767, 41.1924425], [-80.742158, 41.1926506], [-80.7422607, 41.1926559], [-80.7422794, 41.1924478]]"
oh_4119253_-8074197:f31ac1e,oh_4119253_-8074197,way/1086516785;way/1086516786;way/473862026;way/473862027,pickleball,court,,41.1925753,-80.7418268,23.8,12.0,175.0,2,2,0,True,False,False,pickleball_cluster,"[[-80.7416792, 41.1926197], [-80.7419615, 41.1926389], [-80.7419744, 41.1925309], [-80.7416921, 41.1925117]]"
oh_4119253_-8074197:f8a92fc,oh_4119253_-8074197,way/473862026,pickleball,pb_child,oh_4119253_-8074197:f31ac1e,41.1925786,-80.7419027,11.4,10.8,85.7,1,0,0,False,False,False,,"[[-80.741844, 41.1925237], [-80.7418335, 41.1926261], [-80.7419614, 41.1926336], [-80.7419719, 41.1925312]]"
oh_4119253_-8074197:fb2db0a,oh_4119253_-8074197,way/473862027,pickleball,pb_child,oh_4119253_-8074197:f31ac1e,41.1925722,-80.7417511,11.4,10.7,86.1,1,0,0,False,False,False,,"[[-80.7416922, 41.1925176], [-80.7416826, 41.1926199], [-80.7418101, 41.1926267], [-80.7418197, 41.1925244]]"
oh_4119253_-8074197:ff6f45c,oh_4119253_-8074197,way/1086516785;way/1086516786;way/473862026;way/473862027,pickleball,court,,41.1924673,-80.7418397,23.8,12.0,175.0,2,2,0,True,False,False,pickleball_cluster,"[[-80.7416921, 41.1925117], [-80.7419744, 41.1925309], [-80.7419873, 41.1924229], [-80.741705, 41.1924037]]"
oh_4119253_-8074197:f36f50d,oh_4119253_-8074197,way/1086516785,pickleball,pb_child,oh_4119253_-8074197:ff6f45c,41.1924704,-80.7419152,11.4,10.9,84.5,1,0,0,False,False,False,,"[[-80.7418574, 41.1924144], [-80.741844, 41.1925168], [-80.741973, 41.1925264], [-80.7419864, 41.192424]]"
oh_4119253_-8074197:f23cdb9,oh_4119253_-8074197,way/1086516786,pickleball,pb_child,oh_4119253_-8074197:ff6f45c,41.1924606,-80.7417656,11.6,10.8,85.2,1,0,0,False,False,False,,"[[-80.7417075, 41.1924043], [-80.7416956, 41.1925086], [-80.7418238, 41.1925169], [-80.7418357, 41.1924126]]"
oh_4119324_-8143870:f77237c,oh_4119324_-8143870,way/478536839,tennis,court,,41.193244,-81.4387894,23.9,11.2,91.2,1,0,0,False,False,False,,"[[-81.4387191, 41.1931376], [-81.4387265, 41.1933531], [-81.4388597, 41.1933505], [-81.4388523, 41.193135]]"
oh_4119324_-8143870:f1ec27e,oh_4119324_-8143870,way/966858468,tennis,court,,41.1932441,-81.4386086,23.9,10.8,90.1,1,0,0,False,False,False,,"[[-81.4385434, 41.1931369], [-81.4385454, 41.193352], [-81.4386739, 41.1933513], [-81.4386719, 41.1931362]]"
oh_4119420_-8149943:f6cefd6,oh_4119420_-8149943,way/86578692,tennis,court,,41.1941876,-81.4997779,23.9,11.0,93.8,1,0,0,False,False,False,,"[[-81.4997023, 41.194084], [-81.4997229, 41.1942984], [-81.4998535, 41.1942912], [-81.4998329, 41.1940768]]"
oh_4119420_-8149943:fa28738,oh_4119420_-8149943,way/966858447,tennis,court,,41.1941956,-81.4995978,23.9,11.0,93.8,1,0,0,False,False,False,,"[[-81.4995223, 41.194092], [-81.4995428, 41.1943063], [-81.4996734, 41.1942992], [-81.4996529, 41.1940849]]"
oh_4119420_-8149943:f70bab2,oh_4119420_-8149943,way/966858448,tennis,court,,41.1942035,-81.4994243,23.8,11.0,93.8,1,0,0,False,False,False,,"[[-81.4993487, 41.1941], [-81.4993693, 41.1943143], [-81.4994998, 41.1943071], [-81.4994792, 41.1940928]]"
oh_4119420_-8149943:f9daeeb,oh_4119420_-8149943,way/966858449,tennis,court,,41.1942123,-81.4992516,23.8,11.0,93.8,1,0,0,False,False,False,,"[[-81.4991761, 41.1941087], [-81.4991966, 41.1943229], [-81.4993272, 41.1943158], [-81.4993067, 41.1941016]]"
oh_4119420_-8149943:fc1eb2c,oh_4119420_-8149943,way/966858450,tennis,court,,41.1942162,-81.4990801,23.9,11.0,93.8,1,0,0,False,False,False,,"[[-81.4990046, 41.1941126], [-81.4990251, 41.1943269], [-81.4991557, 41.1943198], [-81.4991352, 41.1941055]]"
oh_4119466_-8149210:fcd7fe2,oh_4119466_-8149210,way/86578656,tennis,court,,41.1946504,-81.4924454,24.2,11.2,91.4,1,0,0,False,False,False,,"[[-81.4923743, 41.1945431], [-81.492383, 41.1947608], [-81.4925164, 41.1947578], [-81.4925077, 41.1945401]]"
oh_4119466_-8149210:f05ea68,oh_4119466_-8149210,way/764572809,tennis,court,,41.1946563,-81.492275,24.2,11.2,91.4,1,0,0,False,False,False,,"[[-81.4922039, 41.1945489], [-81.4922126, 41.1947667], [-81.492346, 41.1947637], [-81.4923373, 41.1945459]]"
oh_4119466_-8149210:fd755a4,oh_4119466_-8149210,way/764572810,tennis,court,,41.1946587,-81.4920993,24.2,11.2,91.4,1,0,0,False,False,False,,"[[-81.4920282, 41.1945513], [-81.4920369, 41.194769], [-81.4921703, 41.194766], [-81.4921616, 41.1945483]]"
oh_4119466_-8149210:fd94998,oh_4119466_-8149210,way/764572811,tennis,court,,41.1946657,-81.4919256,24.2,11.2,91.4,1,0,0,False,False,False,,"[[-81.4918546, 41.1945584], [-81.4918633, 41.1947761], [-81.4919967, 41.1947731], [-81.491988, 41.1945554]]"
oh_4119466_-8149210:f8bf408,oh_4119466_-8149210,way/764572812,tennis,court,,41.1946704,-81.491753,24.2,11.2,91.4,1,0,0,False,False,False,,"[[-81.491682, 41.1945631], [-81.4916907, 41.1947808], [-81.4918241, 41.1947778], [-81.4918154, 41.1945601]]"
oh_4119513_-8149595:f653735,oh_4119513_-8149595,way/1465760046,tennis,court,,41.1952604,-81.496207,24.6,10.8,89.0,1,0,0,False,False,False,,"[[-81.4961446, 41.195149], [-81.496141, 41.1953706], [-81.4962694, 41.1953718], [-81.496273, 41.1951502]]"
oh_4119513_-8149595:f85bd38,oh_4119513_-8149595,way/1465760047,tennis,court,,41.1952674,-81.4960003,24.6,10.8,89.0,1,0,0,False,False,False,,"[[-81.4959379, 41.1951559], [-81.4959343, 41.1953776], [-81.4960627, 41.1953788], [-81.4960663, 41.1951571]]"
oh_4119513_-8149595:f73e080,oh_4119513_-8149595,way/1465760048,tennis,court,,41.1952648,-81.4957844,24.6,10.8,89.0,1,0,0,False,False,False,,"[[-81.495722, 41.1951534], [-81.4957184, 41.195375], [-81.4958468, 41.1953762], [-81.4958504, 41.1951546]]"
oh_4119513_-8149595:f7f1b8e,oh_4119513_-8149595,way/1465760049,tennis,court,,41.194918,-81.4959953,24.6,10.8,89.0,1,0,0,False,False,False,,"[[-81.4959328, 41.1948066], [-81.4959292, 41.1950282], [-81.4960577, 41.1950294], [-81.4960613, 41.1948078]]"
oh_4119513_-8149595:fbc88d5,oh_4119513_-8149595,way/1465760050,tennis,court,,41.1949195,-81.4957788,24.6,10.8,89.0,1,0,0,False,False,False,,"[[-81.4957164, 41.194808], [-81.4957128, 41.1950297], [-81.4958413, 41.1950309], [-81.4958449, 41.1948092]]"
oh_4119601_-8141607:fcf18a4,oh_4119601_-8141607,way/129737019,tennis,court,,41.1960107,-81.4161606,23.8,10.9,88.7,1,0,0,False,False,False,,"[[-81.4160978, 41.1959027], [-81.4160929, 41.1961169], [-81.4162233, 41.1961186], [-81.4162282, 41.1959044]]"
oh_4119601_-8141607:f2d6401,oh_4119601_-8141607,way/955140488,tennis,court,,41.1960098,-81.4159863,23.5,10.8,88.6,1,0,0,False,False,False,,"[[-81.4159247, 41.1959033], [-81.4159194, 41.1961146], [-81.416048, 41.1961164], [-81.4160533, 41.1959051]]"
oh_4120039_-8162082:feea477,oh_4120039_-8162082,way/1126131528,tennis,court,,41.2005983,-81.6208539,23.7,10.9,90.1,1,0,0,False,False,False,,"[[-81.6207874, 41.200492], [-81.6207899, 41.2007055], [-81.6209204, 41.2007046], [-81.6209179, 41.2004911]]"
oh_4120039_-8162082:f6df2b1,oh_4120039_-8162082,way/1126131529,tennis,court,,41.2005993,-81.6206789,23.7,10.9,90.1,1,0,0,False,False,False,,"[[-81.6206124, 41.200493], [-81.6206148, 41.2007065], [-81.6207453, 41.2007057], [-81.6207429, 41.2004922]]"
oh_4120039_-8162082:f87e562,oh_4120039_-8162082,way/1126131530,tennis,court,,41.2002429,-81.6210333,23.7,10.9,90.1,1,0,0,False,False,False,,"[[-81.6209668, 41.2001366], [-81.6209693, 41.2003501], [-81.6210998, 41.2003492], [-81.6210973, 41.2001357]]"
oh_4120039_-8162082:fdb43b9,oh_4120039_-8162082,way/1126131531,tennis,court,,41.2002441,-81.6208477,23.7,10.9,90.1,1,0,0,False,False,False,,"[[-81.6207812, 41.2001378], [-81.6207837, 41.2003513], [-81.6209142, 41.2003504], [-81.6209117, 41.2001369]]"
oh_4120039_-8162082:f20651c,oh_4120039_-8162082,way/1126131532,tennis,court,,41.2002447,-81.6206764,23.7,10.9,90.1,1,0,0,False,False,False,,"[[-81.6206099, 41.2001384], [-81.6206124, 41.2003519], [-81.6207429, 41.200351], [-81.6207404, 41.2001375]]"
oh_4120519_-8061884:fbd507f,oh_4120519_-8061884,way/1372433346,tennis,court,,41.2051892,-80.6188356,23.9,11.0,90.1,1,0,0,False,False,False,,"[[-80.6187704, 41.2050814], [-80.6187695, 41.2052966], [-80.6189008, 41.2052969], [-80.6189017, 41.2050817]]"
oh_4120788_-8389207:f7fd97c,oh_4120788_-8389207,way/304308936,tennis,court,,41.2079114,-83.8921499,23.4,10.1,57.3,1,0,0,False,False,False,,"[[-83.8921695, 41.2077979], [-83.8920271, 41.2079786], [-83.8921302, 41.2080249], [-83.8922726, 41.2078442]]"
oh_4120788_-8389207:f4d3622,oh_4120788_-8389207,way/304308937,tennis,court,,41.2078545,-83.8919996,23.6,10.8,57.6,1,0,0,False,False,False,,"[[-83.8920155, 41.2077382], [-83.8918725, 41.2079213], [-83.8919837, 41.2079708], [-83.8921267, 41.2077877]]"
oh_4120932_-8078014:f73e6de,oh_4120932_-8078014,way/1489273031;way/1489273032;way/1489273033;way/1489273034;way/1489273035;way/1489273036,pickleball,court,,41.2093895,-80.7801425,27.0,16.0,0.8,2,3,0,True,False,False,pickleball_cluster,"[[-80.7803022, 41.209316], [-80.7799805, 41.2093188], [-80.7799828, 41.209463], [-80.7803044, 41.2094601]]"
oh_4120932_-8078014:f9661fb,oh_4120932_-8078014,way/1489273031,pickleball,pb_child,oh_4120932_-8078014:f73e6de,41.2093999,-80.7802666,13.4,6.2,90.9,1,0,0,False,False,False,,"[[-80.7802288, 41.2093397], [-80.7802308, 41.2094608], [-80.7803044, 41.2094601], [-80.7803024, 41.209339]]"
oh_4120932_-8078014:f2dd6ba,oh_4120932_-8078014,way/1489273032,pickleball,pb_child,oh_4120932_-8078014:f73e6de,41.2094008,-80.7801431,13.4,6.2,90.9,1,0,0,False,False,False,,"[[-80.7801053, 41.2093406], [-80.7801073, 41.2094616], [-80.7801809, 41.2094609], [-80.7801789, 41.2093399]]"
oh_4120932_-8078014:fad7e0a,oh_4120932_-8078014,way/1489273033,pickleball,pb_child,oh_4120932_-8078014:f73e6de,41.2094019,-80.7800187,13.4,6.2,90.9,1,0,0,False,False,False,,"[[-80.7799809, 41.2093417], [-80.7799829, 41.2094627], [-80.7800565, 41.209462], [-80.7800545, 41.209341]]"
oh_4120932_-8078014:fd02773,oh_4120932_-8078014,way/1489273031;way/1489273032;way/1489273033;way/1489273034;way/1489273035;way/1489273036,pickleball,court,,41.2092453,-80.7801402,27.0,16.0,0.8,2,3,0,True,False,False,pickleball_cluster,"[[-80.7802999, 41.2091718], [-80.7799783, 41.2091747], [-80.7799805, 41.2093188], [-80.7803022, 41.209316]]"
oh_4120932_-8078014:fe55fc6,oh_4120932_-8078014,way/1489273034,pickleball,pb_child,oh_4120932_-8078014:fd02773,41.2092328,-80.780264,13.4,6.2,90.9,1,0,0,False,False,False,,"[[-80.7802262, 41.2091727], [-80.7802282, 41.2092937], [-80.7803018, 41.209293], [-80.7802998, 41.209172]]"
oh_4120932_-8078014:fc6ca4c,oh_4120932_-8078014,way/1489273035,pickleball,pb_child,oh_4120932_-8078014:fd02773,41.2092342,-80.7801401,13.4,6.2,90.9,1,0,0,False,False,False,,"[[-80.7801023, 41.209174], [-80.7801043, 41.209295], [-80.7801779, 41.2092943], [-80.7801759, 41.2091733]]"
oh_4120932_-8078014:f526546,oh_4120932_-8078014,way/1489273036,pickleball,pb_child,oh_4120932_-8078014:fd02773,41.2092349,-80.7800166,13.4,6.2,90.9,1,0,0,False,False,False,,"[[-80.7799788, 41.2091747], [-80.7799808, 41.2092957], [-80.7800544, 41.209295], [-80.7800524, 41.209174]]"
oh_4121599_-8078776:f219695,oh_4121599_-8078776,way/643222424,tennis,court,,41.2159768,-80.7880247,23.7,10.7,93.6,1,0,0,False,False,False,,"[[-80.7879523, 41.2158732], [-80.7879692, 41.2160862], [-80.7880971, 41.2160804], [-80.7880802, 41.2158674]]"
oh_4121599_-8078776:f6b9019,oh_4121599_-8078776,way/1016440819,tennis,court,,41.2159846,-80.7878486,23.7,10.7,93.6,1,0,0,False,False,False,,"[[-80.7877762, 41.215881], [-80.7877931, 41.216094], [-80.787921, 41.2160882], [-80.7879041, 41.2158752]]"
oh_4121599_-8078776:f176d4a,oh_4121599_-8078776,way/1016440820,tennis,court,,41.2159938,-80.7876746,23.7,10.7,93.6,1,0,0,False,False,False,,"[[-80.7876022, 41.2158902], [-80.7876191, 41.2161032], [-80.787747, 41.2160974], [-80.7877301, 41.2158844]]"
oh_4121599_-8078776:f199c24,oh_4121599_-8078776,way/1016440821,tennis,court,,41.2160022,-80.7874998,23.7,10.7,93.5,1,0,0,False,False,False,,"[[-80.7874274, 41.2158986], [-80.7874442, 41.2161116], [-80.7875721, 41.2161058], [-80.7875553, 41.2158928]]"
oh_4121640_-8142248:fbb3e19,oh_4121640_-8142248,way/1474528915,tennis,court,,41.216216,-81.4228166,23.9,11.3,89.2,1,0,0,False,False,False,,"[[-81.4227503, 41.2161078], [-81.4227479, 41.2163233], [-81.4228828, 41.2163242], [-81.4228852, 41.2161087]]"
oh_4121640_-8142248:f1a9606,oh_4121640_-8142248,way/1474528916,tennis,court,,41.216219,-81.4226388,23.9,11.3,89.2,1,0,0,False,False,False,,"[[-81.4225726, 41.2161108], [-81.4225702, 41.2163263], [-81.4227051, 41.2163272], [-81.4227075, 41.2161117]]"
oh_4121640_-8142248:fea6fc5,oh_4121640_-8142248,way/1474528917,tennis,court,,41.216216,-81.4224675,23.9,11.3,89.3,1,0,0,False,False,False,,"[[-81.4224012, 41.2161079], [-81.4223989, 41.2163234], [-81.4225338, 41.2163242], [-81.4225361, 41.2161087]]"
oh_4121640_-8142248:fb06ceb,oh_4121640_-8142248,way/1474528918,tennis,court,,41.2162145,-81.4222923,23.9,11.3,89.2,1,0,0,False,False,False,,"[[-81.4222261, 41.2161062], [-81.4222237, 41.2163218], [-81.4223586, 41.2163227], [-81.422361, 41.2161071]]"
oh_4121640_-8142248:fff01ef,oh_4121640_-8142248,way/1474528919,tennis,court,,41.216212,-81.4221086,23.9,11.3,89.2,1,0,0,False,False,False,,"[[-81.4220423, 41.2161038], [-81.4220399, 41.2163193], [-81.4221748, 41.2163202], [-81.4221772, 41.2161047]]"
oh_4121640_-8142248:f447f8e,oh_4121640_-8142248,way/1474528920;way/1474528921;way/1474528922,pickleball,court,,41.2165933,-81.4228131,23.8,14.1,89.6,2,2,0,True,False,False,pickleball_cluster,"[[-81.4227289, 41.2164862], [-81.4227285, 41.2167003], [-81.4228972, 41.2167005], [-81.4228976, 41.2164863]]"
oh_4121640_-8142248:f9dd763,oh_4121640_-8142248,way/1474528920,pickleball,pb_child,oh_4121640_-8142248:f447f8e,41.2165943,-81.4228628,12.9,5.8,89.7,1,0,0,False,False,False,,"[[-81.4228282, 41.2165361], [-81.4228281, 41.2166526], [-81.4228973, 41.2166526], [-81.4228974, 41.2165361]]"
oh_4121640_-8142248:fd42832,oh_4121640_-8142248,way/1474528921,pickleball,pb_child,oh_4121640_-8142248:f447f8e,41.2165923,-81.4227295,12.9,5.8,89.7,1,0,0,False,False,False,,"[[-81.4226949, 41.216534], [-81.4226948, 41.2166505], [-81.4227641, 41.2166505], [-81.4227642, 41.216534]]"
