site_id,lat,lon,n_features,sports,has_tennis,has_pickleball,has_padel,extent_m,oversized,any_indoor,osm_refs,state
oh_3908015_-8461682,39.080151,-84.616819,1,tennis,True,False,False,37.7,False,False,way/79451391,OH
oh_3908282_-8462567,39.082822,-84.625671,2,tennis,True,False,False,61.3,False,False,way/79451022;way/79451042,OH
oh_3908406_-8462136,39.084062,-84.621363,1,tennis,True,False,False,36.2,False,False,way/202271181,OH
oh_3908383_-8462934,39.083834,-84.629339,1,tennis,True,False,False,40.2,False,False,way/79450961,OH
oh_3908555_-8459768,39.085545,-84.59768,4,tennis,True,False,False,82.1,False,False,way/1488989488;way/1488989489;way/1488989490;way/1488989491,OH
oh_3908590_-8462874,39.085899,-84.628736,1,tennis,True,False,False,40.9,False,False,way/79450957,OH
oh_3908846_-8459179,39.088457,-84.591789,2,tennis,True,False,False,27.5,False,False,way/1488989407;way/1488989408,OH
oh_3908741_-8462895,39.087405,-84.62895,1,tennis,True,False,False,39.8,False,False,way/79450952,OH
oh_3909139_-8463436,39.091385,-84.634357,1,tennis,True,False,False,39.5,False,False,way/48988774,OH
oh_3909556_-8456863,39.095559,-84.568629,6,tennis,True,False,False,93.4,False,False,way/56394986;way/1138133606;way/1138133607;way/1138133608;way/1138133611;way/1138133612,OH
oh_3909546_-8464147,39.095464,-84.641473,1,tennis,True,False,False,85.7,False,False,way/183255014,OH
oh_3909865_-8463312,39.098651,-84.633117,2,tennis,True,False,False,28.0,False,False,way/1488989806;way/1488989807,OH
oh_3910137_-8462545,39.101368,-84.625446,1,tennis,True,False,False,24.5,False,False,way/79455106,OH
oh_3910197_-8461058,39.101969,-84.610585,2,tennis,True,False,False,30.3,False,False,way/56395352;way/1138174499,OH
oh_3911334_-8460911,39.113342,-84.609111,1,pickleball,False,True,False,13.6,False,False,way/756815063,OH
oh_3911281_-8464175,39.112812,-84.641752,1,tennis,True,False,False,33.1,False,False,way/79456729,OH
oh_3911816_-8455138,39.118161,-84.551376,2,tennis,True,False,False,30.0,False,False,way/1488989252;way/1488989253,OH
oh_3912431_-8456662,39.124309,-84.566617,5,tennis,True,False,False,62.6,False,False,way/56235508;way/56235510;way/520776187;way/520776188;way/520776189,OH
oh_3912589_-8464327,39.125887,-84.643271,1,tennis,True,False,False,36.7,False,False,way/79464655,OH
oh_3913209_-8468421,39.132094,-84.684209,2,tennis,True,False,False,55.0,False,False,way/79474814;way/79474832,OH
oh_3913491_-8461064,39.134914,-84.610637,3,tennis,True,False,False,59.6,False,False,way/45474702;way/520776190;way/520776191,OH
oh_3913488_-8463969,39.134877,-84.639687,3,tennis,True,False,False,111.3,False,False,way/79471577;way/79471594;way/79471663,OH
oh_3913883_-8461024,39.13883,-84.610242,1,tennis,True,False,False,36.8,False,False,way/45475428,OH
oh_3914175_-8465730,39.141749,-84.657303,1,tennis,True,False,False,39.9,False,False,way/79472398,OH
oh_3914381_-8460761,39.143806,-84.607606,1,tennis,True,False,False,37.6,False,False,way/48487447,OH
oh_3914711_-8458754,39.147112,-84.587536,5,tennis,True,False,False,74.6,False,False,way/1447809401;way/1447809402;way/1447809403;way/1447809404;way/1447809405,OH
oh_3914712_-8464763,39.147122,-84.647633,5,tennis,True,False,False,63.7,False,False,way/79466667;way/1490876104;way/1490876105;way/1490876106;way/1490876107,OH
oh_3915320_-8458811,39.153199,-84.588108,1,tennis,True,False,False,36.9,False,False,way/33678005,OH
oh_3915392_-8458530,39.153923,-84.585296,1,tennis,True,False,False,39.0,False,False,way/33678002,OH
oh_3915311_-8466972,39.15311,-84.669717,1,tennis,True,False,False,47.7,False,False,way/80217721,OH
oh_3915569_-8461994,39.155688,-84.619938,3,tennis,True,False,False,42.0,False,False,way/1490876212;way/1490876213;way/1490876214,OH
oh_3916667_-8459136,39.166671,-84.591358,1,pickleball,False,True,False,24.7,False,False,way/1380166048,OH
oh_3917439_-8459248,39.174393,-84.592476,1,tennis,True,False,False,41.3,False,False,way/80912452,OH
oh_3917305_-8470508,39.173048,-84.705077,4,pickleball;tennis,True,True,False,63.4,False,False,way/1490873969;way/1490873970;way/1490873971;way/1490873972,OH
oh_3917402_-8474933,39.174025,-84.749333,3,tennis,True,False,False,44.4,False,False,way/632030076;way/632030077;way/632030078,OH
oh_3918154_-8460075,39.181541,-84.600753,2,tennis,True,False,False,39.1,False,False,way/80644128;way/520980146,OH
oh_3918602_-8458759,39.186016,-84.58759,5,tennis,True,False,False,75.7,False,False,way/661269294;way/661269297;way/1171006817;way/1171006818;way/1171006819,OH
oh_3918901_-8459899,39.189006,-84.598989,1,tennis,True,False,False,38.8,False,False,way/80641744,OH
oh_3919046_-8466010,39.190459,-84.660098,1,tennis,True,False,False,40.8,False,False,way/100764414,OH
oh_3919299_-8463621,39.192989,-84.636207,1,tennis,True,False,False,39.8,False,False,way/201071829,OH
oh_3919370_-8463477,39.193698,-84.634771,1,tennis,True,False,False,42.4,False,False,way/201071893,OH
oh_3919868_-8457558,39.198683,-84.575585,5,tennis,True,False,False,84.7,False,False,way/1311830222;way/1311830223;way/1311830224;way/1311830225;way/1311830226,OH
oh_3919537_-8469903,39.195374,-84.699029,1,tennis,True,False,False,39.6,False,False,way/201880928,OH
oh_3920273_-8462680,39.202729,-84.626795,1,tennis,True,False,False,43.0,False,False,way/175819114,OH
oh_3920446_-8463296,39.20446,-84.632963,1,tennis,True,False,False,40.9,False,False,way/80913050,OH
oh_3920958_-8456103,39.209582,-84.56103,1,tennis,True,False,False,38.6,False,False,way/56394222,OH
oh_3920949_-8461624,39.209491,-84.616243,1,tennis,True,False,False,36.1,False,False,way/201071903,OH
oh_3921728_-8456427,39.217276,-84.564265,5,pickleball;tennis,True,True,False,44.1,False,False,way/1490874113;way/1490874114;way/1490874115;way/1490874116;way/1490874117,OH
oh_3921690_-8462735,39.216902,-84.62735,1,tennis,True,False,False,38.4,False,False,way/201071954,OH
oh_3921640_-8471116,39.216402,-84.711157,1,tennis,True,False,False,29.4,False,False,way/1169187961,OH
oh_3922513_-8462281,39.225128,-84.622812,1,tennis,True,False,False,47.5,False,False,way/80913084,OH
oh_3922781_-8460108,39.227812,-84.601075,2,tennis,True,False,False,72.9,False,False,way/33114630;way/479160802,OH
oh_3922918_-8463207,39.229184,-84.632068,4,pickleball;tennis,True,True,False,29.3,False,False,way/1490874049;way/1490874050;way/1490874051;way/1490874052,OH
oh_3923302_-8460472,39.233023,-84.604723,5,tennis,True,False,False,64.6,False,False,way/1360476412;way/1360476413;way/1360476414;way/1360476415;way/1360476416,OH
oh_3925479_-8460863,39.254793,-84.608632,1,tennis,True,False,False,41.1,False,False,way/94876938,OH
oh_3925216_-8480120,39.252163,-84.801204,1,tennis,True,False,False,42.3,False,False,way/154456192,OH
oh_3925499_-8477143,39.254992,-84.771431,5,tennis,True,False,False,79.7,False,False,way/50981233;way/1169187962;way/1169187963;way/1169187965;way/1169187967,OH
oh_3926272_-8462570,39.262717,-84.6257,1,tennis,True,False,False,43.8,False,False,way/60013030,OH
oh_3926482_-8461194,39.264815,-84.611943,1,tennis,True,False,False,38.6,False,False,way/60013090,OH
oh_3925918_-8481040,39.259178,-84.810402,4,pickleball;tennis,True,True,False,56.6,False,False,way/80220978;way/1169430189;way/1169430190;way/1169430191,OH
oh_3926653_-8460934,39.266533,-84.609344,1,tennis,True,False,False,23.3,False,False,way/664943943,OH
oh_3926048_-8480293,39.260477,-84.80293,1,tennis,True,False,False,24.3,False,False,way/154456156,OH
oh_3927159_-8457489,39.271589,-84.574888,5,tennis,True,False,False,72.0,False,False,way/1174123689;way/1360476345;way/1360476346;way/1360476347;way/1360476348,OH
oh_3926762_-8470841,39.267615,-84.708412,1,tennis,True,False,False,38.2,False,False,way/272751503,OH
oh_3927753_-8456662,39.277533,-84.566618,1,tennis,True,False,False,36.7,False,False,way/95492566,OH
oh_3927210_-8476723,39.272101,-84.767232,1,tennis,True,False,False,19.9,False,False,way/270525745,OH
oh_3929006_-8460789,39.290063,-84.607889,1,tennis,True,False,False,19.0,False,False,way/664938430,OH
oh_3929706_-8460864,39.297062,-84.60864,1,tennis,True,False,False,36.8,False,False,way/530936177,OH
oh_3930435_-8456228,39.304347,-84.562278,1,tennis,True,False,False,38.7,False,False,way/53201457,OH
oh_3930598_-8459923,39.305977,-84.599227,1,tennis,True,False,False,40.0,False,False,way/664938405,OH
oh_3931525_-8456482,39.315254,-84.564825,1,tennis,True,False,False,36.7,False,False,way/84240342,OH
oh_3931611_-8457137,39.316112,-84.571371,2,tennis,True,False,False,62.4,False,False,way/1490981741;way/1490981742,OH
oh_3931698_-8457242,39.316984,-84.572421,8,pickleball,False,True,False,44.3,False,False,way/153700444;way/1299147357;way/1299147358;way/1299147359;way/1299147360;way/1299147361;way/1299147362;way/1299147363,OH
oh_3933208_-8463422,39.332076,-84.634218,3,tennis,True,False,False,48.3,False,False,way/632062574;way/632062575;way/632062576,OH
oh_3934001_-8458543,39.340006,-84.585431,1,tennis,True,False,False,82.2,False,False,way/84271136,OH
oh_3934274_-8456196,39.342745,-84.561963,1,tennis,True,False,False,33.7,False,False,way/84271108,OH
oh_3937253_-8456332,39.372527,-84.56332,8,pickleball,False,True,False,40.5,False,False,way/1490982024;way/1490982025;way/1490982026;way/1490982027;way/1490982028;way/1490982029;way/1490982030;way/1490982031,OH
oh_3937970_-8461735,39.379701,-84.617352,15,pickleball;tennis,True,True,False,80.7,False,False,way/1486821919;way/1486821920;way/1486821921;way/1486821922;way/1486821923;way/1486821924;way/1486821925;way/1486821926;way/1486821927;way/1486821928;way/1486821929;way/1486821930;way/1486821931;way/1486821932;way/1486821933,OH
oh_3938071_-8457916,39.380713,-84.579165,1,tennis,True,False,False,18.0,False,False,way/204365727,OH
oh_3937540_-8478298,39.375396,-84.782981,1,tennis,True,False,False,36.6,False,False,way/286842127,OH
oh_3938202_-8458198,39.382019,-84.581984,1,tennis,True,False,False,36.4,False,False,way/204365046,OH
oh_3938541_-8457297,39.385411,-84.572974,12,pickleball;tennis,True,True,False,103.5,False,False,way/1490983295;way/1490983296;way/1490983297;way/1490983298;way/1490983299;way/1490983300;way/1490983301;way/1490983302;way/1490983303;way/1490983304;way/1490983305;way/1490983306,OH
oh_3938814_-8456894,39.388137,-84.568937,1,tennis,True,False,False,24.5,False,False,way/69972113,OH
oh_3939125_-8460533,39.391247,-84.605329,1,tennis,True,False,False,32.2,False,False,way/205726409,OH
oh_3940389_-8463511,39.403893,-84.635111,1,tennis,True,False,False,38.6,False,False,way/205732204,OH
oh_3941836_-8457322,39.418357,-84.573216,4,tennis,True,False,False,74.0,False,False,way/245644366;way/521401986;way/521401987;way/521401988,OH
oh_3943256_-8459678,39.432558,-84.596778,1,tennis,True,False,False,19.8,False,False,way/853049083,OH
oh_3943483_-8462839,39.434826,-84.628394,1,tennis,True,False,False,37.4,False,False,way/209316298,OH
oh_3948047_-8466560,39.480469,-84.665602,1,tennis,True,False,False,40.6,False,False,way/209533367,OH
oh_3948866_-8473374,39.48866,-84.733744,5,tennis,True,False,False,72.5,False,False,way/633776562;way/633776563;way/633776564;way/633776565;way/633776566,OH
oh_3950656_-8475476,39.506556,-84.75476,7,pickleball;tennis,True,True,False,33.3,False,False,way/1486820668;way/1486820669;way/1486820670;way/1486820671;way/1486820672;way/1486820673;way/1486820674,OH
oh_3950944_-8472593,39.509438,-84.725934,1,tennis,True,False,False,70.3,False,False,way/165490825,OH
oh_3950947_-8476855,39.509472,-84.768553,1,tennis,True,False,False,14.1,False,False,way/1028124095,OH
oh_3951844_-8474441,39.518442,-84.744409,1,tennis,True,False,False,36.2,False,False,way/127875898,OH
oh_3952096_-8473522,39.520962,-84.735223,3,tennis,True,False,False,114.4,False,False,way/83700937;way/704247784;way/704247785,OH
oh_3952746_-8470870,39.527464,-84.708701,1,tennis,True,False,False,39.4,False,False,way/210550244,OH
oh_3957360_-8474088,39.573597,-84.740878,2,tennis,True,False,False,28.6,False,False,way/1486820024;way/1486820025,OH
oh_3969875_-8469906,39.69875,-84.69906,1,tennis,True,False,False,25.2,False,False,way/1334988671,OH
oh_3973457_-8464993,39.73457,-84.649933,6,tennis,True,False,False,61.8,False,False,way/1548971004;way/1548971005;way/1548971006;way/1548971007;way/1548971008;way/1548971009,OH
oh_3976066_-8463874,39.76066,-84.638742,5,tennis,True,False,False,79.3,False,False,way/1323367678;way/1323367679;way/1323367680;way/1323367681;way/1323367682,OH
oh_3976705_-8464528,39.767052,-84.645281,1,tennis,True,False,False,41.1,False,False,way/702216595,OH
oh_3979650_-8462403,39.796498,-84.624029,1,tennis,True,False,False,30.0,False,False,way/268503443,OH
oh_4011341_-8463104,40.113411,-84.631043,9,tennis,True,False,False,99.9,False,False,way/630038940;way/630038941;way/630038942;way/630038943;way/630038944;way/630038945;way/630038946;way/630038947;way/630038948,OH
oh_4013042_-8462525,40.130424,-84.625249,1,tennis,True,False,False,31.5,False,False,way/819275412,OH
oh_4040781_-8478409,40.407809,-84.784094,2,pickleball;tennis,True,True,False,30.9,False,False,way/1162303761;way/1162303762,OH
oh_4042495_-8463683,40.424954,-84.636834,7,pickleball;tennis,True,True,False,41.6,False,False,way/1162303780;way/1162303781;way/1162303782;way/1526898617;way/1526898618;way/1526898619;way/1526898620,OH
oh_4048702_-8463740,40.487019,-84.6374,6,tennis,True,False,False,74.2,False,False,way/189150964;way/521623924;way/521623925;way/521623926;way/521623927;way/521623928,OH
oh_4069568_-8465331,40.695678,-84.653313,1,tennis,True,False,False,38.4,False,False,way/118486029,OH
oh_4118253_-8474069,41.182534,-84.740691,1,pickleball,False,True,False,25.6,False,False,way/991786029,OH
oh_4129619_-8477120,41.296192,-84.771204,3,tennis,True,False,False,36.4,False,False,way/1416741605;way/1416741606;way/1416741607,OH
oh_4144992_-8476269,41.449917,-84.762689,3,tennis,True,False,False,41.3,False,False,way/768982465;way/768982466;way/768982467,OH
oh_3910279_-8449653,39.102788,-84.49653,27,pickleball;tennis,True,True,False,117.1,False,False,way/1131304978;way/1131304979;way/1131304980;way/1131304981;way/1131304982;way/1131304983;way/1131304984;way/1131304985;way/1131304986;way/1131304987;way/1131304988;way/1131304989;way/1131304990;way/1131304991;way/1131304992;way/1131304993;way/1131304994;way/1131304995;way/1131304996;way/1131304997;way/1131304998;way/1131304999;way/1131305000;way/1131305001;way/1131305002;way/1131305003;way/1131305004,OH
oh_3910392_-8454774,39.103922,-84.547743,1,tennis,True,False,False,38.5,False,False,way/33652161,OH
oh_3911063_-8451065,39.110626,-84.510654,1,chess,False,False,False,14.9,False,False,way/616026667,OH
oh_3911936_-8448993,39.119364,-84.489927,1,tennis,True,False,False,24.9,False,False,way/32243922,OH
oh_3912329_-8446671,39.123289,-84.466711,1,tennis,True,False,False,24.2,False,False,way/564267801,OH
oh_3912756_-8446469,39.127561,-84.464692,1,tennis,True,False,False,23.8,False,False,way/69701865,OH
oh_3912657_-8451097,39.126573,-84.510967,1,tennis,True,False,False,83.3,False,False,way/33832902,OH
oh_3912846_-8450078,39.128458,-84.500784,7,tennis,True,False,False,74.0,False,False,way/33832928;way/33832930;way/1138105307;way/1138105308;way/1138105309;way/1138105310;way/1138105311,OH
oh_3913005_-8451561,39.130048,-84.515607,6,tennis,True,False,False,75.4,False,False,way/59341754;way/1138127989;way/1138127990;way/1138127991;way/1138127992;way/1138127993,OH
oh_3913401_-8446908,39.134015,-84.469079,10,tennis,True,False,False,83.7,False,False,way/146689325;way/146689326;way/146689331;way/146689334;way/146689335;way/146689351;way/146689356;way/146689359;way/146689370;way/146689373,OH
oh_3913338_-8452374,39.133383,-84.523744,2,tennis,True,False,False,29.2,False,False,way/32948054;way/1138124260,OH
oh_3913859_-8452993,39.13859,-84.529929,1,tennis,True,False,False,24.4,False,False,way/1138123907,OH
oh_3914188_-8448862,39.141878,-84.488618,3,pickleball;tennis,True,True,False,32.2,False,False,way/1138131899;way/1138131901;way/1138131902,OH
oh_3914277_-8447945,39.142767,-84.479449,6,tennis,True,False,False,86.4,False,False,way/631392939;way/631392940;way/631392941;way/631392942;way/631392943;way/631392944,OH
oh_3915429_-8447109,39.154294,-84.471086,6,tennis,True,False,False,144.6,False,False,way/35224797;way/35224889;way/35225068;way/35225173;way/35225302;way/35225601,OH
oh_3915230_-8453373,39.152302,-84.533725,1,tennis,True,False,False,36.6,False,False,way/33971899,OH
oh_3915443_-8449093,39.154426,-84.490928,4,pickleball;tennis,True,True,False,49.8,False,False,way/37511179;way/1138131364;way/1138131365;way/1138131366,OH
oh_3915399_-8452335,39.153993,-84.523351,1,tennis,True,False,False,38.5,False,False,way/56394709,OH
oh_3915447_-8455078,39.154467,-84.550784,1,tennis,True,False,False,40.0,False,False,way/33677779,OH
oh_3915759_-8450227,39.157592,-84.502272,2,tennis,True,False,False,31.1,False,False,way/180775367;way/1138129314,OH
oh_3916077_-8452009,39.160771,-84.520087,6,tennis,True,False,False,107.8,False,False,way/69546614;way/69546615;way/1138123467;way/1138123468;way/1138123469;way/1138123471,OH
oh_3917045_-8449215,39.170452,-84.492153,1,tennis,True,False,False,93.7,False,False,way/37511214,OH
oh_3917269_-8453967,39.172686,-84.539668,1,tennis,True,False,False,36.4,False,False,way/64156377,OH
oh_3917478_-8447020,39.174784,-84.470195,3,tennis,True,False,False,42.6,False,False,way/56343853;way/1138118460;way/1138118461,OH
oh_3917812_-8451434,39.178124,-84.514336,1,tennis,True,False,False,45.7,False,False,way/191708339,OH
oh_3918069_-8446873,39.180685,-84.468729,2,tennis,True,False,False,21.0,False,False,way/56346492;way/56346521,OH
oh_3919389_-8455004,39.193894,-84.550038,1,tennis,True,False,False,36.8,False,False,way/80321902,OH
oh_3920428_-8453173,39.204283,-84.531727,4,pickleball;tennis,True,True,False,65.6,False,False,way/1490874186;way/1490874187;way/1490874188;way/1490874189,OH
oh_3920958_-8450663,39.209579,-84.506626,1,tennis,True,False,False,85.7,False,False,way/27978838,OH
oh_3921126_-8450752,39.211261,-84.507522,12,tennis,True,False,False,143.7,False,False,way/1360474757;way/1360474758;way/1360474759;way/1360474760;way/1360474761;way/1360474762;way/1360474763;way/1360474764;way/1360474765;way/1360474766;way/1360474767;way/1360474768,OH
oh_3921520_-8448488,39.215197,-84.484878,2,tennis,True,False,False,41.0,False,False,way/34048054;way/520925894,OH
oh_3921661_-8448826,39.21661,-84.488259,1,tennis,True,False,False,41.8,False,False,way/80208680,OH
oh_3922327_-8447704,39.223268,-84.477035,2,tennis,True,False,False,21.7,False,False,way/80208015;way/80208016,OH
oh_3922724_-8448002,39.227237,-84.480022,1,tennis,True,False,False,39.5,False,False,way/558683477,OH
oh_3922788_-8451047,39.227883,-84.510467,4,tennis,True,False,False,65.7,False,False,way/93284159;way/1174123696;way/1174123697;way/1174123702,OH
oh_3923341_-8448356,39.233407,-84.483556,1,tennis,True,False,False,35.3,False,False,way/558683468,OH
oh_3923431_-8447041,39.23431,-84.470411,5,tennis,True,False,False,73.2,False,False,way/34048260;way/334126335;way/1176974557;way/1176974560;way/1176974565,OH
oh_3923609_-8447074,39.236091,-84.470744,5,pickleball;tennis,True,True,False,57.6,False,False,way/34048263;way/1176974535;way/1176974538;way/1176974561;way/1176974564,OH
oh_3923908_-8455635,39.239081,-84.556348,5,tennis,True,False,False,70.5,False,False,way/199958794;way/1170408286;way/1170408291;way/1170408292;way/1170408294,OH
oh_3924026_-8451288,39.24026,-84.51288,3,pickleball,False,True,False,27.2,False,False,way/1490874576;way/1490874577;way/1490874578,OH
oh_3924139_-8452809,39.24139,-84.528087,1,tennis,True,False,False,33.6,False,False,way/560119786,OH
oh_3924311_-8447677,39.243107,-84.47677,2,tennis,True,False,False,29.6,False,False,way/34048356;way/1174123677,OH
oh_3924289_-8453538,39.242886,-84.535378,2,tennis,True,False,False,77.1,False,False,way/236083431;way/236083454,OH
oh_3925309_-8454412,39.253092,-84.544122,1,tennis,True,False,False,35.9,False,False,way/193638545,OH
oh_3926475_-8452388,39.264752,-84.52388,2,tennis,True,False,False,36.7,False,False,way/116570105;way/1174123687,OH
oh_3927231_-8449569,39.272308,-84.495688,1,tennis,True,False,False,36.5,False,False,way/36951837,OH
oh_3927346_-8449820,39.273455,-84.4982,1,tennis,True,False,False,40.2,False,False,way/36951792,OH
oh_3927731_-8449707,39.277308,-84.497066,1,tennis,True,False,False,35.3,False,False,way/52097584,OH
oh_3928701_-8452419,39.28701,-84.524194,6,tennis,True,False,False,66.5,False,False,way/36951880;way/36951882;way/1174123695;way/1174123700;way/1174123703;way/1174123706,OH
oh_3929046_-8448089,39.290455,-84.480889,2,pickleball;tennis,True,True,False,20.1,False,False,way/712554558;way/712554559,OH
oh_3929046_-8448207,39.290462,-84.482068,4,tennis,True,False,False,56.8,False,False,way/52097693;way/1174123679;way/1174123680;way/1174123681,OH
oh_3929212_-8454162,39.292122,-84.541622,2,tennis,True,False,False,30.8,False,False,way/1314961386;way/1314961387,OH
oh_3929968_-8448874,39.299681,-84.488739,1,tennis,True,False,False,36.3,False,False,way/52300531,OH
oh_3930762_-8450045,39.307619,-84.500454,1,tennis,True,False,False,39.6,False,False,way/52300847,OH
oh_3930798_-8449739,39.30798,-84.497385,2,tennis,True,False,False,29.4,False,False,way/1490868673;way/1490868674,OH
oh_3930806_-8450698,39.308057,-84.506981,1,tennis,True,False,False,38.2,False,False,way/334632929,OH
oh_3931035_-8450494,39.310347,-84.504935,1,pickleball,False,True,False,38.6,False,False,way/52300854,OH
oh_3931808_-8451108,39.318079,-84.51108,3,pickleball;tennis,True,True,False,32.1,False,False,way/1490868584;way/1490868585;way/1490868586,OH
oh_3932452_-8453353,39.324519,-84.533531,1,tennis,True,False,False,43.3,False,False,way/40838332,OH
oh_3932577_-8451656,39.325767,-84.516561,1,tennis,True,False,False,39.9,False,False,way/36942904,OH
oh_3932508_-8455465,39.325076,-84.554654,9,pickleball;tennis,True,True,False,68.0,False,False,way/84240390;way/1490874878;way/1490874879;way/1490874880;way/1490874881;way/1490874882;way/1490874883;way/1490874884;way/1490874885,OH
oh_3932691_-8451666,39.326909,-84.516656,2,tennis,True,False,False,29.2,False,False,way/1490868361;way/1490868362,OH
oh_3932818_-8452135,39.32818,-84.52135,2,tennis,True,False,False,29.5,False,False,way/1490868151;way/1490868152,OH
oh_3933352_-8453245,39.333523,-84.532447,2,tennis,True,False,False,29.4,False,False,way/1490867840;way/1490867841,OH
oh_3933668_-8453549,39.336683,-84.535492,2,tennis,True,False,False,33.6,False,False,way/632075658;way/632075659,OH
oh_3933821_-8451753,39.338209,-84.517533,8,tennis,True,False,False,66.8,False,False,way/1490866892;way/1490866893;way/1490866894;way/1490866895;way/1490866896;way/1490866897;way/1490866898;way/1490866899,OH
oh_3934224_-8454756,39.342235,-84.547559,1,tennis,True,False,False,35.9,False,False,way/37971328,OH
oh_3934753_-8454726,39.347526,-84.547259,1,tennis,True,False,False,34.6,False,False,way/52303015,OH
oh_3936440_-8450367,39.3644,-84.503673,1,tennis,True,False,False,39.6,False,False,way/52330377,OH
oh_3936628_-8455388,39.366284,-84.553879,1,tennis,True,False,False,37.7,False,False,way/84272102,OH
oh_3937257_-8450865,39.372566,-84.508651,2,tennis,True,False,False,37.6,False,False,way/1490866661;way/1490866662,OH
oh_3937599_-8456289,39.375988,-84.562886,1,tennis,True,False,False,49.9,False,False,way/32128696,OH
oh_3937901_-8449482,39.379008,-84.494816,1,tennis,True,False,False,32.8,False,False,way/205868562,OH
oh_3937749_-8456079,39.377495,-84.56079,2,tennis,True,False,False,28.5,False,False,way/1433094075;way/1433094076,OH
oh_3939490_-8451745,39.394904,-84.517454,2,tennis,True,False,False,30.6,False,False,way/1434456628;way/1434456629,OH
oh_3939654_-8454031,39.396537,-84.54031,1,tennis,True,False,False,83.4,False,False,way/33973117,OH
oh_3940518_-8449139,39.405185,-84.491391,2,tennis,True,False,False,30.5,False,False,way/1490866541;way/1490866542,OH
oh_3941121_-8452127,39.411214,-84.521268,1,tennis,True,False,False,30.1,False,False,way/154431082,OH
oh_3942221_-8449526,39.422211,-84.495257,3,tennis,True,False,False,38.8,False,False,way/169314258;way/1433094441;way/1433094442,OH
oh_3942909_-8455466,39.429092,-84.554664,1,tennis,True,False,False,112.0,False,False,way/205492277,OH
oh_3947949_-8448595,39.479495,-84.48595,5,tennis,True,False,False,70.5,False,False,way/1483122655;way/1483122656;way/1483122657;way/1483122658;way/1483122659,OH
oh_3962732_-8455782,39.627315,-84.557817,4,tennis,True,False,False,55.9,False,False,way/633804509;way/633804510;way/633804511;way/633804512,OH
oh_3974055_-8453397,39.740546,-84.53397,1,tennis,True,False,False,36.9,False,False,way/239175652,OH
oh_3998596_-8455505,39.985957,-84.55505,2,tennis,True,False,False,27.3,False,False,way/842891247;way/842891248,OH
oh_4049185_-8455257,40.491852,-84.552565,1,tennis,True,False,False,39.7,False,False,way/189020476,OH
oh_4055199_-8454826,40.551992,-84.548257,4,pickleball,False,True,False,33.4,False,False,way/1511784100;way/1511784101;way/1511784102;way/1511784103,OH
oh_4055631_-8455658,40.556314,-84.556584,5,tennis,True,False,False,75.0,False,False,way/521684257;way/521684258;way/521684259;way/521684260;way/521684261,OH
oh_4084923_-8460717,40.849228,-84.607171,6,tennis,True,False,False,86.5,False,False,way/521908260;way/521908261;way/521908262;way/521908264;way/521908265;way/521908266,OH
oh_4086566_-8457823,40.865664,-84.57823,2,pickleball,False,True,False,17.8,False,False,way/1523137447;way/1523137448,OH
oh_4086721_-8460590,40.867209,-84.605899,3,tennis,True,False,False,40.4,False,False,way/521908293;way/521908294;way/521908295,OH
oh_4147244_-8462804,41.472438,-84.628037,2,tennis,True,False,False,28.3,False,False,way/1482592730;way/1482592731,OH
oh_4157460_-8460566,41.574595,-84.605663,1,tennis,True,False,False,35.9,False,False,way/355424352,OH
oh_3907838_-8440599,39.078376,-84.405985,1,tennis,True,False,False,24.8,False,False,way/45098583,OH
oh_3908191_-8442032,39.081908,-84.420322,1,tennis,True,False,False,25.4,False,False,way/45098738,OH
oh_3911603_-8441090,39.116031,-84.410905,16,tennis,True,False,False,136.2,False,False,way/31336478;way/93664837;way/1183439988;way/1183439989;way/1183439990;way/1183439991;way/1183439992;way/1183439993;way/1183439994;way/1183439995;way/1183439996;way/1183439997;way/1183439998;way/1183439999;way/1183440000;way/1183440001,OH
oh_3912429_-8442980,39.124289,-84.429801,3,tennis,True,False,False,45.6,False,False,way/79014215;way/1333555558;way/1333555559,OH
oh_3912497_-8444758,39.124966,-84.447577,1,tennis,True,False,False,37.3,False,False,way/56394863,OH
oh_3912680_-8443138,39.126797,-84.431381,1,tennis,True,False,False,11.6,False,False,way/1314917733,OH
oh_3912714_-8446137,39.127142,-84.461375,2,tennis,True,False,False,89.1,False,False,way/74125357;way/1370968546,OH
oh_3912763_-8444531,39.127632,-84.44531,1,tennis,True,False,False,19.5,False,False,way/570784732,OH
oh_3912850_-8444772,39.128496,-84.447723,1,tennis,True,False,False,25.9,False,False,way/1318239511,OH
oh_3912916_-8445396,39.129158,-84.45396,12,pickleball;tennis,True,True,False,228.8,False,False,way/69702555;way/76816082;way/76816083;way/76816085;way/302157087;way/1138110028;way/1138110030;way/1138110031;way/1138110033;way/1138110034;way/1138110038;way/1138110039,OH
oh_3914020_-8443910,39.140196,-84.439099,7,tennis,True,False,False,150.4,False,False,way/302171069;way/302171070;way/302279895;way/1138111514;way/1138111515;way/1138111516;way/1138111517,OH
oh_3914092_-8442168,39.140915,-84.421682,3,tennis,True,False,False,44.8,False,False,way/1216609197;way/1216609198;way/1216609199,OH
oh_3914166_-8440929,39.141664,-84.409288,4,pickleball;tennis,True,True,False,39.5,False,False,way/1490877267;way/1495839583;way/1495839584;way/1495839585,OH
