court_id,site_id,from,to,year_from,year_to,confidence,n_courts_to,flagged,flag_reasons
oh_3995300_-8293687:c002,oh_3995300_-8293687,tennis,hybrid,2019,2021,0.218,1,True,low_confidence
oh_4015701_-8310016:c007,oh_4015701_-8310016,pickleball,removed,2017,2019,0.218,1,True,low_confidence
oh_4130066_-8435446:c001,oh_4130066_-8435446,hybrid,tennis,2011,2013,0.228,1,True,low_confidence;reversion
oh_3995300_-8293687:c005,oh_3995300_-8293687,pickleball,tennis,2015,2019,0.23,1,True,low_confidence;reversion
oh_4156245_-8361928:c004,oh_4156245_-8361928,hybrid,pickleball,2015,2019,0.231,1,True,low_confidence
oh_3920361_-8359859:c001,oh_3920361_-8359859,tennis,removed,2011,2023,0.232,1,True,low_confidence
oh_3966876_-8410304:c001,oh_3966876_-8410304,tennis,removed,2013,2015,0.236,1,True,low_confidence
oh_3965642_-8410117:c005,oh_3965642_-8410117,tennis,hybrid,2013,2015,0.237,1,True,low_confidence
oh_3995559_-8349054:c002,oh_3995559_-8349054,removed,pickleball,2015,2017,0.239,1,True,low_confidence;reversion
oh_3967130_-8412897:c005,oh_3967130_-8412897,hybrid,removed,2013,2015,0.24,1,True,low_confidence
oh_3917985_-8431611:c001,oh_3917985_-8431611,hybrid,pickleball,2013,2019,0.243,1,True,low_confidence
oh_4016736_-8294557:c008,oh_4016736_-8294557,tennis,pickleball,2011,2017,0.243,1,True,low_confidence
oh_4057221_-8420133:c006,oh_4057221_-8420133,tennis,pickleball,2021,2023,0.245,1,True,low_confidence
oh_3971995_-8299144:c001,oh_3971995_-8299144,removed,hybrid,2017,2019,0.247,1,True,low_confidence;reversion
oh_3906631_-8437916:c001,oh_3906631_-8437916,hybrid,removed,2018,2019,0.248,1,True,low_confidence
oh_3967130_-8412897:c006,oh_3967130_-8412897,hybrid,pickleball,2011,2013,0.248,1,True,low_confidence
oh_4150486_-8293608:c019,oh_4150486_-8293608,removed,tennis,2015,2019,0.249,1,True,low_confidence;reversion
oh_4150486_-8293608:c019,oh_4150486_-8293608,tennis,removed,2019,2021,0.249,1,True,low_confidence
oh_4020895_-8330878:c001,oh_4020895_-8330878,tennis,removed,2021,2023,0.25,1,True,low_confidence
oh_4069568_-8465331:c001,oh_4069568_-8465331,tennis,removed,2013,2015,0.253,1,True,low_confidence
oh_4101380_-8365959:c001,oh_4101380_-8365959,tennis,removed,2015,2019,0.253,1,True,low_confidence
oh_3995300_-8293687:c006,oh_3995300_-8293687,pickleball,hybrid,2011,2019,0.254,1,True,low_confidence
oh_4150486_-8293608:c018,oh_4150486_-8293608,pickleball,removed,2011,2013,0.254,1,True,low_confidence
oh_3918508_-8438883:c006,oh_3918508_-8438883,tennis,hybrid,2019,2021,0.255,1,True,low_confidence
oh_3918508_-8438883:c006,oh_3918508_-8438883,hybrid,pickleball,2021,2023,0.255,,True,low_confidence
oh_4145711_-8163369:c001,oh_4145711_-8163369,hybrid,removed,2019,2021,0.255,1,True,low_confidence
oh_3912657_-8451097:c002,oh_3912657_-8451097,tennis,removed,2016,2018,0.26,1,True,low_confidence
oh_4009252_-8309596:c001,oh_4009252_-8309596,pickleball,removed,2021,2023,0.26,1,True,low_confidence
oh_3940001_-8410621:c002,oh_3940001_-8410621,pickleball,removed,2013,2015,0.263,1,True,low_confidence
oh_4020888_-8285136:c001,oh_4020888_-8285136,removed,tennis,2015,2023,0.263,1,True,low_confidence;reversion
oh_4001827_-8211764:c001,oh_4001827_-8211764,tennis,pickleball,2015,2017,0.265,,True,low_confidence
oh_3919370_-8463477:c001,oh_3919370_-8463477,tennis,removed,2021,2023,0.266,1,True,low_confidence
oh_4009028_-8302278:c005,oh_4009028_-8302278,removed,tennis,2015,2021,0.266,1,True,low_confidence;reversion
oh_4101103_-8163227:c002,oh_4101103_-8163227,hybrid,tennis,2021,2023,0.266,1,True,low_confidence;reversion
oh_3853334_-8267546:c001,oh_3853334_-8267546,tennis,hybrid,2018,2019,0.267,1,True,low_confidence
oh_3934891_-8427577:c009,oh_3934891_-8427577,hybrid,pickleball,2011,2013,0.268,,True,low_confidence
oh_3981968_-8430000:c001,oh_3981968_-8430000,tennis,removed,2019,2023,0.269,1,True,low_confidence
oh_4004708_-8297096:c002,oh_4004708_-8297096,pickleball,tennis,2019,2021,0.27,1,True,low_confidence;reversion
oh_4004708_-8297096:c002,oh_4004708_-8297096,tennis,removed,2021,2023,0.27,1,True,low_confidence
oh_3927351_-8446187:c001,oh_3927351_-8446187,removed,hybrid,2019,2021,0.273,1,True,low_confidence;reversion
oh_4094758_-8338284:c003,oh_4094758_-8338284,hybrid,tennis,2021,2023,0.273,1,True,low_confidence;reversion
oh_4009663_-8308016:c004,oh_4009663_-8308016,pickleball,hybrid,2019,2021,0.274,1,True,low_confidence
oh_3917305_-8470508:c003,oh_3917305_-8470508,hybrid,pickleball,2022,2023,0.275,1,True,low_confidence
oh_4012358_-8304591:c004,oh_4012358_-8304591,tennis,hybrid,2011,2015,0.276,1,True,low_confidence
oh_4112070_-8187284:c004,oh_4112070_-8187284,tennis,removed,2021,2023,0.277,1,True,low_confidence
oh_3874385_-8297608:c010,oh_3874385_-8297608,tennis,pickleball,2014,2015,0.278,1,True,low_confidence
oh_3876426_-8288919:c001,oh_3876426_-8288919,tennis,removed,2015,2017,0.278,1,True,low_confidence
oh_3974108_-8380416:c002,oh_3974108_-8380416,tennis,removed,2017,2019,0.279,1,True,low_confidence
oh_3995300_-8293687:c001,oh_3995300_-8293687,tennis,removed,2011,2015,0.28,1,True,low_confidence
oh_3918069_-8446873:c001,oh_3918069_-8446873,hybrid,pickleball,2013,2019,0.282,,True,low_confidence
oh_4001827_-8211764:c002,oh_4001827_-8211764,tennis,pickleball,2015,2017,0.282,1,True,low_confidence
oh_4034918_-8375428:c001,oh_4034918_-8375428,tennis,hybrid,2015,2017,0.282,1,True,low_confidence
oh_4034918_-8375428:c001,oh_4034918_-8375428,hybrid,tennis,2017,2019,0.282,1,True,low_confidence;reversion
oh_3912916_-8445396:c010,oh_3912916_-8445396,tennis,pickleball,2013,2019,0.284,1,True,low_confidence
oh_3904940_-8435509:c001,oh_3904940_-8435509,hybrid,tennis,2022,2023,0.285,1,True,low_confidence;reversion
oh_3982456_-8412473:c002,oh_3982456_-8412473,hybrid,tennis,2011,2013,0.285,1,True,low_confidence;reversion
oh_3922477_-8423447:c001,oh_3922477_-8423447,hybrid,tennis,2019,2021,0.286,1,True,low_confidence;reversion
oh_4148325_-8202099:c002,oh_4148325_-8202099,tennis,hybrid,2011,2015,0.287,1,True,low_confidence
oh_3966876_-8410304:c002,oh_3966876_-8410304,tennis,removed,2013,2019,0.288,1,True,low_confidence
oh_4149448_-8179863:c004,oh_4149448_-8179863,tennis,removed,2017,2019,0.288,2,True,low_confidence
oh_4005097_-8423568:c001,oh_4005097_-8423568,tennis,removed,2013,2019,0.29,1,True,low_confidence
oh_4012752_-8300239:c001,oh_4012752_-8300239,tennis,removed,2021,2023,0.29,1,True,low_confidence
oh_3985585_-8190901:c001,oh_3985585_-8190901,hybrid,removed,2011,2013,0.291,1,True,low_confidence
oh_4057221_-8420133:c005,oh_4057221_-8420133,tennis,padel,2021,2023,0.291,1,True,low_confidence
oh_4090352_-8429504:c002,oh_4090352_-8429504,removed,pickleball,2017,2019,0.291,,True,low_confidence;reversion
oh_3953190_-8444846:c001,oh_3953190_-8444846,tennis,hybrid,2013,2015,0.292,1,True,low_confidence
oh_4003002_-8304705:c013,oh_4003002_-8304705,removed,tennis,2017,2019,0.292,1,True,low_confidence;reversion
oh_4003900_-8317001:c003,oh_4003900_-8317001,removed,tennis,2015,2017,0.292,1,True,low_confidence;reversion
oh_4031437_-8417275:c008,oh_4031437_-8417275,tennis,removed,2021,2023,0.292,1,True,low_confidence
oh_3906631_-8437916:c001,oh_3906631_-8437916,tennis,hybrid,2014,2016,0.293,1,True,low_confidence
oh_4150429_-8372242:c004,oh_4150429_-8372242,tennis,removed,2021,2023,0.293,1,True,low_confidence
oh_3934891_-8427577:c015,oh_3934891_-8427577,pickleball,removed,2021,2023,0.294,1,True,low_confidence
oh_4145966_-8270149:c001,oh_4145966_-8270149,removed,tennis,2011,2013,0.294,1,True,low_confidence;reversion
oh_3927731_-8449707:c001,oh_3927731_-8449707,tennis,removed,2021,2023,0.295,1,True,low_confidence
oh_3998028_-8303435:c002,oh_3998028_-8303435,tennis,pickleball,2011,2019,0.295,3,True,low_confidence
oh_4000131_-8307676:c001,oh_4000131_-8307676,removed,pickleball,2021,2023,0.295,,True,low_confidence;reversion
oh_3940843_-8387851:c001,oh_3940843_-8387851,hybrid,tennis,2015,2017,0.296,1,True,low_confidence;reversion
oh_3953941_-8344536:c002,oh_3953941_-8344536,tennis,pickleball,2017,2019,0.296,1,True,low_confidence
oh_3973131_-8416868:c005,oh_3973131_-8416868,hybrid,tennis,2011,2013,0.296,1,True,low_confidence;reversion
oh_3985585_-8190901:c002,oh_3985585_-8190901,pickleball,tennis,2011,2013,0.296,1,True,low_confidence;reversion
oh_4009521_-8306279:c006,oh_4009521_-8306279,hybrid,tennis,2011,2015,0.296,1,True,low_confidence;reversion
oh_4023011_-8440913:c005,oh_4023011_-8440913,tennis,pickleball,2021,2023,0.296,1,True,low_confidence
oh_4129286_-8164398:c002,oh_4129286_-8164398,pickleball,hybrid,2019,2021,0.297,1,True,low_confidence
oh_3919702_-8437095:c002,oh_3919702_-8437095,tennis,hybrid,2013,2021,0.298,1,True,low_confidence
oh_3995311_-8285830:c003,oh_3995311_-8285830,tennis,hybrid,2015,2017,0.298,1,True,low_confidence
oh_3911603_-8441090:c009,oh_3911603_-8441090,tennis,hybrid,2016,2018,0.299,1,True,low_confidence
oh_3931035_-8450494:c002,oh_3931035_-8450494,hybrid,removed,2015,2021,0.299,1,True,low_confidence
oh_3983458_-8413711:c001,oh_3983458_-8413711,tennis,removed,2013,2021,0.299,1,True,low_confidence
oh_3995300_-8293687:c001,oh_3995300_-8293687,removed,tennis,2015,2019,0.299,1,True,low_confidence;reversion
oh_3995300_-8293687:c001,oh_3995300_-8293687,tennis,hybrid,2019,2021,0.299,1,True,low_confidence
oh_4021895_-8447977:c002,oh_4021895_-8447977,tennis,removed,2019,2021,0.3,1,True,low_confidence
oh_4139729_-8167256:c003,oh_4139729_-8167256,tennis,removed,2021,2023,0.3,1,True,low_confidence
oh_4087467_-8233083:c001,oh_4087467_-8233083,tennis,hybrid,2013,2015,0.301,1,True,low_confidence
oh_4150486_-8293608:c011,oh_4150486_-8293608,tennis,pickleball,2011,2013,0.301,1,True,low_confidence
oh_3888228_-8390146:c004,oh_3888228_-8390146,hybrid,tennis,2011,2013,0.303,1,True,low_confidence;reversion
oh_3903552_-8427612:c001,oh_3903552_-8427612,hybrid,pickleball,2020,2021,0.303,1,True,low_confidence
oh_3914020_-8443910:c007,oh_3914020_-8443910,tennis,removed,2019,2021,0.303,1,True,low_confidence
oh_3921640_-8471116:c001,oh_3921640_-8471116,hybrid,tennis,2011,2013,0.303,1,True,low_confidence;reversion
oh_3964989_-8412234:c002,oh_3964989_-8412234,tennis,hybrid,2019,2021,0.303,1,True,low_confidence
oh_4011499_-8311449:c001,oh_4011499_-8311449,removed,tennis,2019,2021,0.303,1,True,low_confidence;reversion
oh_3914736_-8437836:c013,oh_3914736_-8437836,tennis,pickleball,2013,2015,0.304,1,True,low_confidence
oh_3945675_-8386212:c001,oh_3945675_-8386212,removed,tennis,2021,2023,0.304,1,True,low_confidence;reversion
oh_3952096_-8473522:c007,oh_3952096_-8473522,removed,hybrid,2017,2019,0.304,1,True,low_confidence;reversion
oh_3964958_-8423494:c002,oh_3964958_-8423494,hybrid,removed,2019,2021,0.304,1,True,low_confidence
oh_3972704_-8263916:c002,oh_3972704_-8263916,pickleball,tennis,2021,2023,0.304,1,True,low_confidence;reversion
oh_3982390_-8419630:c001,oh_3982390_-8419630,tennis,removed,2017,2019,0.304,1,True,low_confidence
oh_4141340_-8345772:c003,oh_4141340_-8345772,pickleball,removed,2021,2023,0.304,1,True,low_confidence
oh_3918327_-8431971:c001,oh_3918327_-8431971,tennis,removed,2019,2021,0.305,1,True,low_confidence
oh_3952096_-8473522:c008,oh_3952096_-8473522,removed,tennis,2017,2019,0.305,1,True,low_confidence;reversion
oh_3952096_-8473522:c008,oh_3952096_-8473522,tennis,hybrid,2019,2021,0.305,1,True,low_confidence
oh_4112070_-8187284:c003,oh_4112070_-8187284,tennis,removed,2021,2023,0.305,1,True,low_confidence
oh_4134200_-8180018:c001,oh_4134200_-8180018,hybrid,tennis,2021,2023,0.305,1,True,low_confidence;reversion
oh_3953190_-8444846:c001,oh_3953190_-8444846,hybrid,removed,2015,2019,0.306,1,True,low_confidence
oh_3972227_-8399070:c002,oh_3972227_-8399070,tennis,hybrid,2019,2021,0.306,1,True,low_confidence
oh_4001374_-8306353:c011,oh_4001374_-8306353,removed,hybrid,2019,2021,0.306,1,True,low_confidence;reversion
oh_4150354_-8372875:c001,oh_4150354_-8372875,removed,tennis,2021,2023,0.306,1,True,low_confidence;reversion
oh_4153304_-8369030:c001,oh_4153304_-8369030,tennis,pickleball,2019,2021,0.306,,True,low_confidence
oh_3921647_-8439014:c002,oh_3921647_-8439014,pickleball,hybrid,2021,2023,0.307,1,True,low_confidence
oh_4076147_-8395514:c004,oh_4076147_-8395514,hybrid,removed,2019,2021,0.307,1,True,low_confidence
oh_4140267_-8171907:c003,oh_4140267_-8171907,tennis,removed,2015,2019,0.307,1,True,low_confidence
oh_3937354_-8212811:c001,oh_3937354_-8212811,tennis,hybrid,2015,2019,0.308,1,True,low_confidence
oh_3998028_-8303435:c001,oh_3998028_-8303435,pickleball,removed,2021,2023,0.308,1,True,low_confidence
oh_4003221_-8424767:c002,oh_4003221_-8424767,tennis,hybrid,2021,2023,0.309,1,True,low_confidence
oh_3914736_-8437836:c013,oh_3914736_-8437836,tennis,hybrid,2021,2023,0.31,1,True,low_confidence
oh_3917919_-8441648:c001,oh_3917919_-8441648,tennis,pickleball,2013,2019,0.31,1,True,low_confidence
oh_4008854_-8295902:c001,oh_4008854_-8295902,pickleball,hybrid,2015,2017,0.31,1,True,low_confidence
oh_4020895_-8330878:c002,oh_4020895_-8330878,hybrid,pickleball,2021,2023,0.31,,True,low_confidence
oh_4150354_-8372875:c003,oh_4150354_-8372875,tennis,pickleball,2019,2021,0.31,1,True,low_confidence
oh_4156941_-8284938:c003,oh_4156941_-8284938,hybrid,tennis,2011,2015,0.31,1,True,low_confidence;reversion
oh_4023139_-8298674:c001,oh_4023139_-8298674,tennis,removed,2019,2021,0.311,1,True,low_confidence
oh_4090352_-8429504:c002,oh_4090352_-8429504,pickleball,removed,2021,2023,0.311,1,True,low_confidence
oh_3873055_-8298839:c003,oh_3873055_-8298839,tennis,hybrid,2020,2021,0.312,1,True,low_confidence
oh_3930729_-8427396:c002,oh_3930729_-8427396,tennis,removed,2019,2021,0.312,1,True,low_confidence
oh_3952096_-8473522:c007,oh_3952096_-8473522,hybrid,removed,2011,2013,0.312,1,True,low_confidence
oh_3967130_-8412897:c004,oh_3967130_-8412897,removed,padel,2011,2013,0.312,1,True,low_confidence;reversion
oh_3967130_-8412897:c004,oh_3967130_-8412897,padel,removed,2013,2015,0.312,1,True,low_confidence
oh_3912763_-8444531:c001,oh_3912763_-8444531,removed,pickleball,2018,2020,0.313,,True,low_confidence;reversion
oh_3935354_-8426634:c002,oh_3935354_-8426634,tennis,removed,2017,2019,0.313,1,True,low_confidence
oh_3970906_-8408485:c002,oh_3970906_-8408485,tennis,hybrid,2017,2019,0.313,1,True,low_confidence
oh_3921661_-8448826:c001,oh_3921661_-8448826,tennis,hybrid,2019,2021,0.314,1,True,low_confidence
oh_3927366_-8444324:c004,oh_3927366_-8444324,removed,tennis,2011,2013,0.314,1,True,low_confidence;reversion
oh_3964619_-8413392:c001,oh_3964619_-8413392,tennis,removed,2019,2021,0.314,1,True,low_confidence
oh_4090352_-8429504:c001,oh_4090352_-8429504,hybrid,pickleball,2021,2023,0.314,,True,low_confidence
oh_3908485_-8427220:c003,oh_3908485_-8427220,tennis,hybrid,2019,2021,0.315,1,True,low_confidence
oh_3924139_-8452809:c001,oh_3924139_-8452809,tennis,removed,2013,2021,0.315,1,True,low_confidence
oh_3911603_-8441090:c015,oh_3911603_-8441090,tennis,hybrid,2018,2019,0.316,1,True,low_confidence
oh_3955534_-8439793:c002,oh_3955534_-8439793,hybrid,tennis,2013,2015,0.316,1,True,low_confidence;reversion
oh_4146137_-8219532:c003,oh_4146137_-8219532,hybrid,tennis,2021,2023,0.316,1,True,low_confidence;reversion
oh_3915429_-8431831:c006,oh_3915429_-8431831,hybrid,tennis,2013,2019,0.317,1,True,low_confidence;reversion
oh_3923609_-8447074:c004,oh_3923609_-8447074,tennis,pickleball,2013,2015,0.317,1,True,low_confidence
oh_4006730_-8307917:c002,oh_4006730_-8307917,tennis,removed,2021,2023,0.319,1,True,low_confidence
oh_3914188_-8448862:c002,oh_3914188_-8448862,tennis,pickleball,2019,2021,0.32,1,True,low_confidence
oh_3918602_-8458759:c003,oh_3918602_-8458759,hybrid,tennis,2013,2017,0.32,1,True,low_confidence;reversion
oh_4003002_-8304705:c007,oh_4003002_-8304705,hybrid,tennis,2021,2023,0.32,1,True,low_confidence;reversion
oh_4006494_-8304729:c001,oh_4006494_-8304729,tennis,removed,2021,2023,0.32,1,True,low_confidence
oh_4008854_-8295902:c014,oh_4008854_-8295902,tennis,removed,2021,2023,0.32,1,True,low_confidence
oh_3917045_-8449215:c001,oh_3917045_-8449215,tennis,pickleball,2019,2021,0.321,1,True,low_confidence
oh_3917045_-8449215:c001,oh_3917045_-8449215,pickleball,removed,2021,2023,0.321,1,True,low_confidence
oh_3918508_-8438883:c008,oh_3918508_-8438883,hybrid,pickleball,2019,2021,0.321,1,True,low_confidence
oh_4007879_-8303669:c002,oh_4007879_-8303669,tennis,hybrid,2015,2023,0.322,1,True,low_confidence
oh_3921520_-8448488:c002,oh_3921520_-8448488,removed,tennis,2011,2013,0.323,1,True,low_confidence;reversion
oh_3929826_-8436935:c001,oh_3929826_-8436935,tennis,hybrid,2011,2021,0.323,1,True,low_confidence
oh_3931623_-8428146:c001,oh_3931623_-8428146,hybrid,pickleball,2019,2021,0.323,1,True,low_confidence
oh_3956716_-8430618:c001,oh_3956716_-8430618,tennis,hybrid,2021,2023,0.323,1,True,low_confidence
oh_4001399_-8302402:c001,oh_4001399_-8302402,removed,tennis,2013,2015,0.323,1,True,low_confidence;reversion
oh_4157827_-8364094:c003,oh_4157827_-8364094,hybrid,tennis,2021,2023,0.323,1,True,low_confidence;reversion
oh_3963516_-8408244:c001,oh_3963516_-8408244,hybrid,tennis,2019,2021,0.324,1,True,low_confidence;reversion
oh_3976571_-8419992:c003,oh_3976571_-8419992,tennis,pickleball,2019,2021,0.324,1,True,low_confidence
oh_4135618_-8167980:c001,oh_4135618_-8167980,tennis,removed,2021,2023,0.324,1,True,low_confidence
oh_3899591_-8205964:c002,oh_3899591_-8205964,removed,hybrid,2018,2019,0.325,1,True,low_confidence;reversion
oh_3917907_-8433787:c002,oh_3917907_-8433787,tennis,hybrid,2011,2019,0.325,1,True,low_confidence
oh_3972079_-8403198:c002,oh_3972079_-8403198,tennis,hybrid,2015,2019,0.325,1,True,low_confidence
oh_3994144_-8286582:c002,oh_3994144_-8286582,tennis,hybrid,2019,2021,0.325,1,True,low_confidence
oh_4003950_-8304973:c002,oh_4003950_-8304973,tennis,pickleball,2021,2023,0.325,1,True,low_confidence
oh_4138770_-8203250:c001,oh_4138770_-8203250,tennis,hybrid,2021,2023,0.325,1,True,low_confidence
oh_4150486_-8293608:c013,oh_4150486_-8293608,tennis,pickleball,2011,2013,0.325,1,True,low_confidence
oh_4150486_-8293608:c018,oh_4150486_-8293608,removed,hybrid,2017,2019,0.325,1,True,low_confidence;reversion
oh_3912657_-8451097:c003,oh_3912657_-8451097,tennis,removed,2021,2022,0.326,1,True,low_confidence
oh_3975122_-8403610:c002,oh_3975122_-8403610,tennis,pickleball,2013,2019,0.326,1,True,low_confidence
oh_3908485_-8427220:c001,oh_3908485_-8427220,tennis,hybrid,2021,2023,0.327,1,True,low_confidence
oh_3912916_-8445396:c003,oh_3912916_-8445396,tennis,hybrid,2019,2021,0.327,1,True,low_confidence
oh_3934017_-8430163:c001,oh_3934017_-8430163,hybrid,tennis,2011,2013,0.328,1,True,low_confidence;reversion
oh_3964181_-8414014:c001,oh_3964181_-8414014,tennis,removed,2011,2013,0.328,1,True,low_confidence
oh_3904966_-8434988:c006,oh_3904966_-8434988,removed,pickleball,2016,2018,0.329,,True,low_confidence;reversion
oh_3934891_-8427577:c002,oh_3934891_-8427577,tennis,removed,2011,2013,0.329,1,True,low_confidence
oh_3967937_-8420725:c001,oh_3967937_-8420725,tennis,removed,2011,2013,0.329,1,True,low_confidence
oh_3993804_-8381480:c004,oh_3993804_-8381480,tennis,removed,2017,2019,0.329,1,True,low_confidence
oh_3907580_-8412721:c002,oh_3907580_-8412721,removed,tennis,2017,2019,0.33,1,True,low_confidence;reversion
oh_3911603_-8441090:c010,oh_3911603_-8441090,tennis,hybrid,2016,2018,0.33,1,True,low_confidence
oh_3965642_-8410117:c005,oh_3965642_-8410117,hybrid,removed,2015,2017,0.33,1,True,low_confidence
oh_3966068_-8413356:c001,oh_3966068_-8413356,tennis,hybrid,2011,2013,0.33,1,True,low_confidence
oh_3972704_-8263916:c003,oh_3972704_-8263916,pickleball,tennis,2021,2023,0.33,1,True,low_confidence;reversion
oh_3983274_-8441668:c001,oh_3983274_-8441668,tennis,removed,2013,2015,0.33,1,True,low_confidence
oh_4010995_-8303211:c005,oh_4010995_-8303211,tennis,pickleball,2011,2015,0.33,1,True,low_confidence
oh_4090145_-8355789:c001,oh_4090145_-8355789,tennis,removed,2019,2023,0.33,1,True,low_confidence
oh_3898015_-8428843:c001,oh_3898015_-8428843,tennis,removed,2013,2014,0.331,1,True,low_confidence
oh_3910279_-8449653:c003,oh_3910279_-8449653,tennis,hybrid,2020,2021,0.331,1,True,low_confidence
oh_3976705_-8464528:c001,oh_3976705_-8464528,tennis,pickleball,2015,2019,0.331,1,True,low_confidence
oh_4040311_-8438106:c002,oh_4040311_-8438106,hybrid,tennis,2021,2023,0.331,1,True,low_confidence;reversion
oh_4090145_-8355789:c001,oh_4090145_-8355789,removed,tennis,2017,2019,0.331,1,True,low_confidence;reversion
oh_3966329_-8414936:c002,oh_3966329_-8414936,tennis,removed,2021,2023,0.332,1,True,low_confidence
oh_3976571_-8419992:c002,oh_3976571_-8419992,pickleball,removed,2021,2023,0.332,1,True,low_confidence
oh_3997677_-8278207:c001,oh_3997677_-8278207,tennis,hybrid,2021,2023,0.332,1,True,low_confidence
oh_4128298_-8455169:c001,oh_4128298_-8455169,tennis,hybrid,2013,2015,0.332,1,True,low_confidence
oh_4128298_-8455169:c001,oh_4128298_-8455169,hybrid,removed,2015,2019,0.332,1,True,low_confidence
oh_4156612_-8336175:c001,oh_4156612_-8336175,tennis,removed,2019,2021,0.332,1,True,low_confidence
oh_3914020_-8443910:c008,oh_3914020_-8443910,tennis,removed,2021,2023,0.333,1,True,low_confidence
oh_3924215_-8433551:c001,oh_3924215_-8433551,tennis,removed,2019,2021,0.334,1,True,low_confidence
oh_3972079_-8403198:c005,oh_3972079_-8403198,tennis,removed,2019,2021,0.334,1,True,low_confidence
oh_4076147_-8395514:c002,oh_4076147_-8395514,pickleball,removed,2019,2021,0.334,1,True,low_confidence
oh_3930530_-8440494:c003,oh_3930530_-8440494,tennis,hybrid,2013,2019,0.335,1,True,low_confidence
oh_4158337_-8389048:c001,oh_4158337_-8389048,hybrid,removed,2019,2021,0.335,1,True,low_confidence
oh_3906158_-8421528:c002,oh_3906158_-8421528,removed,pickleball,2015,2017,0.336,1,True,low_confidence;reversion
oh_3917768_-8431225:c001,oh_3917768_-8431225,tennis,hybrid,2019,2021,0.336,1,True,low_confidence
oh_3964743_-8412740:c001,oh_3964743_-8412740,tennis,hybrid,2019,2021,0.336,1,True,low_confidence
oh_3922038_-8424415:c001,oh_3922038_-8424415,tennis,hybrid,2013,2021,0.337,1,True,low_confidence
oh_3922513_-8462281:c001,oh_3922513_-8462281,hybrid,tennis,2021,2023,0.337,1,True,low_confidence;reversion
oh_3963546_-8416232:c001,oh_3963546_-8416232,tennis,pickleball,2015,2017,0.337,1,True,low_confidence
oh_4009521_-8306279:c004,oh_4009521_-8306279,tennis,hybrid,2019,2021,0.337,1,True,low_confidence
oh_4009521_-8306279:c004,oh_4009521_-8306279,hybrid,removed,2021,2023,0.337,1,True,low_confidence
oh_3927462_-8159118:c002,oh_3927462_-8159118,tennis,hybrid,2019,2020,0.338,1,True,low_confidence
oh_3916880_-8433065:c001,oh_3916880_-8433065,tennis,hybrid,2021,2023,0.339,1,True,low_confidence
oh_4023011_-8440913:c002,oh_4023011_-8440913,tennis,pickleball,2021,2023,0.339,1,True,low_confidence
oh_4056686_-8299393:c001,oh_4056686_-8299393,tennis,hybrid,2017,2019,0.339,1,True,low_confidence
oh_4141340_-8345772:c003,oh_4141340_-8345772,removed,tennis,2013,2015,0.339,1,True,low_confidence;reversion
oh_4150087_-8197967:c002,oh_4150087_-8197967,tennis,pickleball,2021,2023,0.339,1,True,low_confidence
oh_4151126_-8202108:c004,oh_4151126_-8202108,tennis,pickleball,2019,2021,0.339,,True,low_confidence
oh_3907580_-8412721:c003,oh_3907580_-8412721,removed,hybrid,2017,2019,0.34,1,True,low_confidence;reversion
oh_4017012_-8289129:c005,oh_4017012_-8289129,tennis,hybrid,2015,2019,0.34,1,True,low_confidence
oh_4150486_-8293608:c014,oh_4150486_-8293608,tennis,hybrid,2019,2021,0.34,1,True,low_confidence
oh_4154076_-8274502:c002,oh_4154076_-8274502,hybrid,tennis,2011,2015,0.34,1,True,low_confidence;reversion
oh_3918508_-8438883:c004,oh_3918508_-8438883,pickleball,tennis,2013,2019,0.341,1,True,low_confidence;reversion
oh_3919853_-8424768:c001,oh_3919853_-8424768,hybrid,tennis,2015,2017,0.342,1,True,low_confidence;reversion
oh_4127807_-8440355:c001,oh_4127807_-8440355,tennis,removed,2019,2021,0.342,1,True,low_confidence
oh_4146137_-8219532:c001,oh_4146137_-8219532,hybrid,tennis,2011,2017,0.342,1,True,low_confidence;reversion
oh_4150486_-8293608:c012,oh_4150486_-8293608,pickleball,removed,2021,2023,0.343,1,True,low_confidence
oh_3876426_-8288919:c003,oh_3876426_-8288919,removed,tennis,2018,2020,0.344,1,True,low_confidence;reversion
oh_3919702_-8437095:c001,oh_3919702_-8437095,pickleball,hybrid,2019,2021,0.344,1,True,low_confidence
oh_3919967_-8435293:c001,oh_3919967_-8435293,tennis,hybrid,2021,2023,0.344,1,True,low_confidence
oh_3929706_-8460864:c001,oh_3929706_-8460864,removed,tennis,2015,2021,0.344,1,True,low_confidence;reversion
oh_3912763_-8444531:c001,oh_3912763_-8444531,pickleball,removed,2020,2021,0.345,1,True,low_confidence
oh_4069568_-8465331:c001,oh_4069568_-8465331,removed,hybrid,2021,2023,0.345,1,True,low_confidence;reversion
oh_3917985_-8431611:c001,oh_3917985_-8431611,pickleball,hybrid,2011,2013,0.346,1,True,low_confidence
oh_3919765_-8431407:c001,oh_3919765_-8431407,tennis,hybrid,2019,2021,0.346,1,True,low_confidence
oh_3995300_-8293687:c005,oh_3995300_-8293687,tennis,hybrid,2019,2021,0.346,1,True,low_confidence
oh_3997039_-8297002:c002,oh_3997039_-8297002,tennis,hybrid,2017,2019,0.346,1,True,low_confidence
oh_3903552_-8427612:c002,oh_3903552_-8427612,hybrid,pickleball,2021,2022,0.347,,True,low_confidence
