court_id,site_id,county,from,to,year_from,year_to,confidence,n_courts_to,flagged,flag_reasons
oh_3922905_-8436038:c002,oh_3922905_-8436038,Hamilton,hybrid,pickleball,2019,2021,0.793,,False,
oh_3922918_-8463207:c002,oh_3922918_-8463207,Hamilton,tennis,pickleball,2017,2019,0.435,,True,low_confidence
oh_3922918_-8463207:c002,oh_3922918_-8463207,Hamilton,pickleball,hybrid,2021,2023,0.333,1,True,low_confidence
oh_3922951_-8414842:c002,oh_3922951_-8414842,Clermont,hybrid,removed,2011,2013,0.34,1,True,low_confidence
oh_3922951_-8414842:c002,oh_3922951_-8414842,Clermont,removed,tennis,2013,2015,0.49,1,True,low_confidence;reversion
oh_3922951_-8414842:c003,oh_3922951_-8414842,Clermont,tennis,removed,2011,2013,0.48,1,True,low_confidence
oh_3922951_-8414842:c003,oh_3922951_-8414842,Clermont,removed,tennis,2013,2015,0.675,1,True,reversion
oh_3922951_-8414842:c004,oh_3922951_-8414842,Clermont,removed,tennis,2013,2015,0.437,1,True,low_confidence;reversion
oh_3923004_-8432849:c001,oh_3923004_-8432849,Hamilton,tennis,removed,2011,2023,0.584,1,True,low_confidence
oh_3923109_-8426897:c001,oh_3923109_-8426897,Clermont,removed,tennis,2013,2017,0.897,1,True,reversion
oh_3923109_-8426897:c001,oh_3923109_-8426897,Clermont,tennis,pickleball,2019,2023,0.658,,False,
oh_3923302_-8460472:c001,oh_3923302_-8460472,Hamilton,tennis,hybrid,2021,2023,0.574,1,True,low_confidence
oh_3923302_-8460472:c002,oh_3923302_-8460472,Hamilton,tennis,hybrid,2021,2023,0.705,1,False,
oh_3923302_-8460472:c003,oh_3923302_-8460472,Hamilton,tennis,removed,2021,2023,0.696,1,False,
oh_3923302_-8460472:c004,oh_3923302_-8460472,Hamilton,tennis,hybrid,2021,2023,0.822,1,False,
oh_3923302_-8460472:c005,oh_3923302_-8460472,Hamilton,tennis,hybrid,2019,2021,0.518,1,True,low_confidence
oh_3923431_-8447041:c001,oh_3923431_-8447041,Hamilton,tennis,hybrid,2011,2013,0.809,1,False,
oh_3923431_-8447041:c001,oh_3923431_-8447041,Hamilton,hybrid,tennis,2013,2015,0.717,1,True,reversion
oh_3923431_-8447041:c001,oh_3923431_-8447041,Hamilton,tennis,hybrid,2021,2023,0.732,1,False,
oh_3923431_-8447041:c002,oh_3923431_-8447041,Hamilton,removed,tennis,2013,2015,0.734,1,True,reversion
oh_3923431_-8447041:c003,oh_3923431_-8447041,Hamilton,tennis,hybrid,2021,2023,0.714,1,False,
oh_3923431_-8447041:c004,oh_3923431_-8447041,Hamilton,tennis,hybrid,2011,2013,0.889,1,False,
oh_3923431_-8447041:c004,oh_3923431_-8447041,Hamilton,hybrid,tennis,2013,2015,0.775,1,True,reversion
oh_3923431_-8447041:c004,oh_3923431_-8447041,Hamilton,tennis,hybrid,2021,2023,0.833,1,False,
oh_3923431_-8447041:c005,oh_3923431_-8447041,Hamilton,tennis,hybrid,2021,2023,0.879,1,False,
oh_3923609_-8447074:c001,oh_3923609_-8447074,Hamilton,tennis,hybrid,2021,2023,0.832,1,False,
oh_3923609_-8447074:c002,oh_3923609_-8447074,Hamilton,tennis,hybrid,2021,2023,0.742,1,False,
oh_3923609_-8447074:c003,oh_3923609_-8447074,Hamilton,tennis,pickleball,2019,2021,0.486,,True,low_confidence
oh_3923609_-8447074:c004,oh_3923609_-8447074,Hamilton,tennis,pickleball,2013,2019,0.608,1,False,
oh_3923609_-8447074:c005,oh_3923609_-8447074,Hamilton,tennis,pickleball,2013,2019,0.527,1,True,low_confidence
oh_3923908_-8455635:c001,oh_3923908_-8455635,Hamilton,removed,tennis,2011,2013,0.325,1,True,low_confidence;reversion
oh_3923908_-8455635:c002,oh_3923908_-8455635,Hamilton,removed,tennis,2011,2013,0.723,1,True,reversion
oh_3923908_-8455635:c002,oh_3923908_-8455635,Hamilton,tennis,hybrid,2021,2023,0.628,1,False,
oh_3923908_-8455635:c003,oh_3923908_-8455635,Hamilton,removed,tennis,2011,2013,0.401,1,True,low_confidence;reversion
oh_3923908_-8455635:c004,oh_3923908_-8455635,Hamilton,removed,tennis,2011,2013,0.912,1,True,reversion
oh_3923908_-8455635:c004,oh_3923908_-8455635,Hamilton,tennis,hybrid,2021,2023,0.82,1,False,
oh_3923908_-8455635:c005,oh_3923908_-8455635,Hamilton,removed,hybrid,2011,2013,0.777,1,True,reversion
oh_3923908_-8455635:c005,oh_3923908_-8455635,Hamilton,hybrid,tennis,2013,2015,0.777,1,True,reversion
oh_3923908_-8455635:c005,oh_3923908_-8455635,Hamilton,tennis,hybrid,2021,2023,0.753,1,False,
oh_3924026_-8451288:c001,oh_3924026_-8451288,Hamilton,tennis,pickleball,2021,2023,0.634,1,False,
oh_3924026_-8451288:c002,oh_3924026_-8451288,Hamilton,tennis,hybrid,2013,2019,0.545,1,True,low_confidence
oh_3924026_-8451288:c002,oh_3924026_-8451288,Hamilton,hybrid,pickleball,2021,2023,0.497,2,True,low_confidence
oh_3924100_-8440516:c001,oh_3924100_-8440516,Hamilton,tennis,pickleball,2019,2021,0.597,,True,low_confidence
oh_3924100_-8440516:c001,oh_3924100_-8440516,Hamilton,pickleball,hybrid,2021,2023,0.483,1,True,low_confidence
oh_3924116_-8431330:c001,oh_3924116_-8431330,Hamilton,removed,pickleball,2011,2013,0.449,,True,low_confidence;reversion
oh_3924116_-8431330:c001,oh_3924116_-8431330,Hamilton,pickleball,tennis,2013,2019,0.436,1,True,low_confidence;reversion
oh_3924116_-8431330:c001,oh_3924116_-8431330,Hamilton,tennis,removed,2019,2021,0.436,1,True,low_confidence
oh_3924118_-8433759:c001,oh_3924118_-8433759,Hamilton,tennis,removed,2013,2023,0.879,1,False,
oh_3924139_-8452809:c001,oh_3924139_-8452809,Hamilton,tennis,removed,2013,2023,0.688,1,False,
oh_3924215_-8433551:c001,oh_3924215_-8433551,Hamilton,tennis,removed,2011,2013,0.63,1,False,
oh_3924215_-8433551:c001,oh_3924215_-8433551,Hamilton,removed,tennis,2013,2019,0.704,1,True,reversion
oh_3924215_-8433551:c001,oh_3924215_-8433551,Hamilton,tennis,removed,2019,2023,0.559,1,True,low_confidence
oh_3924289_-8453538:c001,oh_3924289_-8453538,Hamilton,tennis,removed,2015,2017,0.549,1,True,low_confidence
oh_3924289_-8453538:c002,oh_3924289_-8453538,Hamilton,tennis,removed,2019,2021,0.911,1,False,
oh_3924311_-8447677:c001,oh_3924311_-8447677,Hamilton,tennis,removed,2019,2021,0.41,1,True,low_confidence
oh_3924311_-8447677:c002,oh_3924311_-8447677,Hamilton,tennis,removed,2021,2023,0.798,1,False,
oh_3924326_-8429241:c001,oh_3924326_-8429241,Clermont,tennis,removed,2021,2023,0.368,1,True,low_confidence
oh_3924326_-8429241:c002,oh_3924326_-8429241,Clermont,tennis,hybrid,2017,2019,0.51,1,True,low_confidence
oh_3924326_-8429241:c002,oh_3924326_-8429241,Clermont,hybrid,removed,2021,2023,0.65,1,False,
oh_3924341_-8431834:c001,oh_3924341_-8431834,Hamilton,removed,tennis,2017,2019,0.881,1,True,reversion
oh_3924379_-8440534:c001,oh_3924379_-8440534,Hamilton,removed,tennis,2011,2013,0.455,1,True,low_confidence;reversion
oh_3924523_-8424823:c001,oh_3924523_-8424823,Clermont,tennis,hybrid,2019,2021,0.457,1,True,low_confidence
oh_3924625_-8431319:c001,oh_3924625_-8431319,Hamilton,tennis,hybrid,2021,2023,0.634,1,False,
oh_3924625_-8431319:c002,oh_3924625_-8431319,Hamilton,tennis,hybrid,2019,2021,0.443,1,True,low_confidence
oh_3924864_-8434566:c001,oh_3924864_-8434566,Hamilton,tennis,hybrid,2011,2013,0.853,1,False,
oh_3924864_-8434566:c001,oh_3924864_-8434566,Hamilton,hybrid,tennis,2013,2015,0.674,1,True,reversion
oh_3924864_-8434566:c002,oh_3924864_-8434566,Hamilton,hybrid,tennis,2013,2019,0.865,1,True,reversion
oh_3925002_-8248628:c001,oh_3925002_-8248628,Vinton,tennis,removed,2011,2013,0.677,1,False,
oh_3925002_-8248628:c001,oh_3925002_-8248628,Vinton,removed,tennis,2013,2015,0.275,1,True,low_confidence;reversion
oh_3925002_-8248628:c001,oh_3925002_-8248628,Vinton,tennis,hybrid,2019,2021,0.487,1,True,low_confidence
oh_3925002_-8248628:c002,oh_3925002_-8248628,Vinton,removed,tennis,2013,2017,0.57,1,True,low_confidence;reversion
oh_3925002_-8248628:c002,oh_3925002_-8248628,Vinton,tennis,hybrid,2017,2019,0.57,1,True,low_confidence
oh_3925002_-8248628:c003,oh_3925002_-8248628,Vinton,tennis,removed,2011,2013,0.823,1,False,
oh_3925002_-8248628:c003,oh_3925002_-8248628,Vinton,removed,tennis,2013,2019,0.751,1,True,reversion
oh_3925002_-8248628:c003,oh_3925002_-8248628,Vinton,tennis,hybrid,2019,2021,0.633,1,False,
oh_3925021_-8249232:c001,oh_3925021_-8249232,Vinton,tennis,hybrid,2011,2013,0.705,1,False,
oh_3925021_-8249232:c001,oh_3925021_-8249232,Vinton,hybrid,tennis,2015,2017,0.668,1,True,reversion
oh_3925021_-8249232:c002,oh_3925021_-8249232,Vinton,tennis,hybrid,2011,2013,0.674,1,False,
oh_3925021_-8249232:c002,oh_3925021_-8249232,Vinton,hybrid,tennis,2015,2017,0.604,1,True,reversion
oh_3925021_-8249232:c003,oh_3925021_-8249232,Vinton,tennis,hybrid,2011,2013,0.526,1,True,low_confidence
oh_3925021_-8249232:c003,oh_3925021_-8249232,Vinton,hybrid,tennis,2015,2017,0.5,1,True,low_confidence;reversion
oh_3925187_-8432350:c001,oh_3925187_-8432350,Hamilton,removed,tennis,2021,2023,0.683,1,True,reversion
oh_3925216_-8480120:c001,oh_3925216_-8480120,Hamilton,tennis,removed,2013,2021,0.576,1,True,low_confidence
oh_3925369_-8435186:c001,oh_3925369_-8435186,Hamilton,tennis,hybrid,2013,2015,0.463,1,True,low_confidence
oh_3925369_-8435186:c001,oh_3925369_-8435186,Hamilton,hybrid,pickleball,2017,2019,0.349,1,True,low_confidence
oh_3925369_-8435186:c002,oh_3925369_-8435186,Hamilton,tennis,hybrid,2011,2013,0.89,1,False,
oh_3925369_-8435186:c002,oh_3925369_-8435186,Hamilton,hybrid,pickleball,2019,2021,0.417,,True,low_confidence
oh_3925479_-8460863:c001,oh_3925479_-8460863,Hamilton,tennis,hybrid,2019,2021,0.345,1,True,low_confidence
oh_3925746_-8436127:c001,oh_3925746_-8436127,Hamilton,tennis,hybrid,2011,2013,0.85,1,False,
oh_3925746_-8436127:c001,oh_3925746_-8436127,Hamilton,hybrid,tennis,2013,2015,0.768,1,True,reversion
oh_3925746_-8436127:c001,oh_3925746_-8436127,Hamilton,tennis,hybrid,2021,2023,0.66,1,False,
oh_3925751_-8441934:c001,oh_3925751_-8441934,Hamilton,tennis,hybrid,2011,2013,0.668,1,False,
oh_3925751_-8441934:c001,oh_3925751_-8441934,Hamilton,hybrid,tennis,2017,2019,0.5,1,True,low_confidence;reversion
oh_3925751_-8441934:c001,oh_3925751_-8441934,Hamilton,tennis,removed,2021,2023,0.736,1,False,
oh_3925751_-8441934:c002,oh_3925751_-8441934,Hamilton,hybrid,removed,2021,2023,0.456,1,True,low_confidence
oh_3925751_-8441934:c003,oh_3925751_-8441934,Hamilton,tennis,hybrid,2011,2013,0.751,1,False,
oh_3925751_-8441934:c003,oh_3925751_-8441934,Hamilton,hybrid,tennis,2017,2019,0.577,1,True,low_confidence;reversion
oh_3925751_-8441934:c003,oh_3925751_-8441934,Hamilton,tennis,removed,2021,2023,0.768,1,False,
oh_3925751_-8441934:c004,oh_3925751_-8441934,Hamilton,tennis,hybrid,2011,2013,0.481,1,True,low_confidence
oh_3925751_-8441934:c004,oh_3925751_-8441934,Hamilton,hybrid,tennis,2015,2019,0.656,1,True,reversion
oh_3925751_-8441934:c004,oh_3925751_-8441934,Hamilton,tennis,removed,2021,2023,0.723,1,False,
oh_3925918_-8481040:c001,oh_3925918_-8481040,Hamilton,tennis,hybrid,2018,2019,0.507,1,True,low_confidence
oh_3925918_-8481040:c001,oh_3925918_-8481040,Hamilton,hybrid,pickleball,2021,2022,0.306,,True,low_confidence
oh_3925918_-8481040:c001,oh_3925918_-8481040,Hamilton,pickleball,tennis,2022,2023,0.306,1,True,low_confidence;reversion
oh_3925918_-8481040:c002,oh_3925918_-8481040,Hamilton,tennis,hybrid,2021,2022,0.337,1,True,low_confidence
oh_3925918_-8481040:c003,oh_3925918_-8481040,Hamilton,removed,pickleball,2018,2019,0.901,1,True,reversion
oh_3925918_-8481040:c004,oh_3925918_-8481040,Hamilton,removed,pickleball,2018,2019,0.904,1,True,reversion
oh_3925995_-8425413:c001,oh_3925995_-8425413,Clermont,pickleball,hybrid,2019,2023,0.414,1,True,low_confidence
oh_3926122_-8435392:c001,oh_3926122_-8435392,Hamilton,tennis,hybrid,2017,2019,0.355,1,True,low_confidence
oh_3926122_-8435392:c001,oh_3926122_-8435392,Hamilton,hybrid,tennis,2021,2023,0.659,1,True,reversion
oh_3926344_-8432088:c001,oh_3926344_-8432088,Hamilton,tennis,hybrid,2011,2013,0.81,1,False,
oh_3926344_-8432088:c001,oh_3926344_-8432088,Hamilton,hybrid,tennis,2013,2019,0.705,1,True,reversion
oh_3926344_-8432088:c002,oh_3926344_-8432088,Hamilton,tennis,hybrid,2011,2013,0.887,1,False,
oh_3926344_-8432088:c002,oh_3926344_-8432088,Hamilton,hybrid,tennis,2013,2015,0.899,1,True,reversion
oh_3926344_-8432088:c003,oh_3926344_-8432088,Hamilton,tennis,hybrid,2011,2013,0.905,1,False,
oh_3926344_-8432088:c003,oh_3926344_-8432088,Hamilton,hybrid,tennis,2013,2015,0.884,1,True,reversion
oh_3926344_-8432088:c004,oh_3926344_-8432088,Hamilton,tennis,hybrid,2011,2013,0.891,1,False,
oh_3926344_-8432088:c004,oh_3926344_-8432088,Hamilton,hybrid,tennis,2013,2015,0.875,1,True,reversion
oh_3926616_-8436570:c001,oh_3926616_-8436570,Hamilton,removed,pickleball,2013,2021,0.507,,True,low_confidence;reversion
oh_3926762_-8470841:c001,oh_3926762_-8470841,Hamilton,tennis,removed,2013,2015,0.713,1,False,
oh_3926762_-8470841:c001,oh_3926762_-8470841,Hamilton,removed,hybrid,2015,2019,0.463,1,True,low_confidence;reversion
oh_3926807_-8434900:c002,oh_3926807_-8434900,Hamilton,removed,tennis,2013,2015,0.442,1,True,low_confidence;reversion
oh_3926807_-8434900:c004,oh_3926807_-8434900,Hamilton,tennis,removed,2011,2013,0.863,1,False,
oh_3926807_-8434900:c004,oh_3926807_-8434900,Hamilton,removed,tennis,2013,2019,0.849,1,True,reversion
oh_3926807_-8434900:c005,oh_3926807_-8434900,Hamilton,tennis,removed,2011,2013,0.863,1,False,
oh_3926807_-8434900:c005,oh_3926807_-8434900,Hamilton,removed,tennis,2013,2017,0.67,1,True,reversion
oh_3926826_-8432728:c002,oh_3926826_-8432728,Hamilton,tennis,hybrid,2011,2013,0.719,1,False,
oh_3926826_-8432728:c002,oh_3926826_-8432728,Hamilton,hybrid,tennis,2015,2019,0.347,1,True,low_confidence;reversion
oh_3926826_-8432728:c002,oh_3926826_-8432728,Hamilton,tennis,hybrid,2019,2021,0.421,1,True,low_confidence
oh_3926950_-8447004:c003,oh_3926950_-8447004,Hamilton,hybrid,tennis,2013,2015,0.744,1,True,reversion
oh_3926950_-8447004:c003,oh_3926950_-8447004,Hamilton,tennis,hybrid,2017,2019,0.379,1,True,low_confidence
oh_3926950_-8447004:c004,oh_3926950_-8447004,Hamilton,tennis,hybrid,2021,2023,0.359,1,True,low_confidence
oh_3926950_-8447004:c005,oh_3926950_-8447004,Hamilton,tennis,hybrid,2019,2021,0.499,1,True,low_confidence
oh_3927019_-8432558:c001,oh_3927019_-8432558,Hamilton,hybrid,tennis,2013,2015,0.756,1,True,reversion
oh_3927019_-8432558:c001,oh_3927019_-8432558,Hamilton,tennis,hybrid,2021,2023,0.443,1,True,low_confidence
oh_3927019_-8432558:c002,oh_3927019_-8432558,Hamilton,tennis,hybrid,2021,2023,0.78,1,False,
oh_3927019_-8432558:c003,oh_3927019_-8432558,Hamilton,hybrid,tennis,2013,2015,0.627,1,True,reversion
oh_3927019_-8432558:c005,oh_3927019_-8432558,Hamilton,tennis,hybrid,2021,2023,0.716,1,False,
oh_3927019_-8432558:c006,oh_3927019_-8432558,Hamilton,hybrid,tennis,2013,2015,0.778,1,True,reversion
oh_3927019_-8432558:c006,oh_3927019_-8432558,Hamilton,tennis,hybrid,2021,2023,0.71,1,False,
oh_3927159_-8457489:c002,oh_3927159_-8457489,Hamilton,tennis,hybrid,2011,2013,0.867,1,False,
oh_3927159_-8457489:c002,oh_3927159_-8457489,Hamilton,hybrid,tennis,2013,2015,0.867,1,True,reversion
oh_3927231_-8449569:c001,oh_3927231_-8449569,Hamilton,tennis,removed,2017,2019,0.388,1,True,low_confidence
oh_3927351_-8446187:c001,oh_3927351_-8446187,Hamilton,tennis,removed,2021,2023,0.434,1,True,low_confidence
oh_3927366_-8444324:c001,oh_3927366_-8444324,Hamilton,removed,tennis,2015,2017,0.739,1,True,reversion
oh_3927366_-8444324:c002,oh_3927366_-8444324,Hamilton,removed,pickleball,2015,2017,0.873,,True,reversion
oh_3927366_-8444324:c003,oh_3927366_-8444324,Hamilton,removed,tennis,2011,2019,0.659,1,True,reversion
oh_3927366_-8444324:c004,oh_3927366_-8444324,Hamilton,removed,pickleball,2015,2017,0.739,,True,reversion
oh_3927366_-8444324:c005,oh_3927366_-8444324,Hamilton,removed,tennis,2015,2017,0.558,1,True,low_confidence;reversion
oh_3927366_-8444324:c006,oh_3927366_-8444324,Hamilton,removed,pickleball,2015,2019,0.516,,True,low_confidence;reversion
oh_3927366_-8444324:c007,oh_3927366_-8444324,Hamilton,removed,tennis,2011,2017,0.493,1,True,low_confidence;reversion
oh_3927366_-8444324:c008,oh_3927366_-8444324,Hamilton,removed,pickleball,2015,2019,0.568,,True,low_confidence;reversion
oh_3927366_-8444324:c013,oh_3927366_-8444324,Hamilton,pickleball,removed,2019,2021,0.81,1,False,
oh_3927366_-8444324:c014,oh_3927366_-8444324,Hamilton,pickleball,removed,2019,2021,0.685,1,False,
oh_3927366_-8444324:c015,oh_3927366_-8444324,Hamilton,pickleball,removed,2019,2021,0.741,1,False,
oh_3927366_-8444324:c018,oh_3927366_-8444324,Hamilton,pickleball,removed,2019,2021,0.711,1,False,
oh_3927462_-8159118:c001,oh_3927462_-8159118,Washington,tennis,hybrid,2019,2020,0.854,1,False,
oh_3927462_-8159118:c001,oh_3927462_-8159118,Washington,hybrid,tennis,2021,2022,0.375,1,True,low_confidence;reversion
oh_3927462_-8159118:c002,oh_3927462_-8159118,Washington,tennis,removed,2022,2023,0.586,1,True,low_confidence
oh_3927487_-8430547:c001,oh_3927487_-8430547,Hamilton,tennis,removed,2019,2021,0.27,1,True,low_confidence
oh_3927487_-8430547:c002,oh_3927487_-8430547,Hamilton,tennis,removed,2019,2021,0.35,1,True,low_confidence
oh_3927553_-8437634:c001,oh_3927553_-8437634,Hamilton,tennis,removed,2013,2019,0.564,1,True,low_confidence
oh_3927563_-8431495:c001,oh_3927563_-8431495,Hamilton,tennis,removed,2013,2023,0.896,1,False,
oh_3927731_-8449707:c001,oh_3927731_-8449707,Hamilton,tennis,removed,2021,2023,0.393,1,True,low_confidence
oh_3927740_-8444537:c002,oh_3927740_-8444537,Hamilton,tennis,hybrid,2011,2013,0.713,1,False,
oh_3927740_-8444537:c002,oh_3927740_-8444537,Hamilton,hybrid,tennis,2015,2017,0.394,1,True,low_confidence;reversion
oh_3927740_-8444537:c003,oh_3927740_-8444537,Hamilton,tennis,hybrid,2011,2013,0.678,1,False,
oh_3927740_-8444537:c003,oh_3927740_-8444537,Hamilton,hybrid,tennis,2015,2017,0.665,1,True,reversion
oh_3927740_-8444537:c004,oh_3927740_-8444537,Hamilton,tennis,hybrid,2011,2013,0.749,1,False,
oh_3927740_-8444537:c004,oh_3927740_-8444537,Hamilton,hybrid,tennis,2013,2015,0.629,1,True,reversion
oh_3927740_-8444537:c006,oh_3927740_-8444537,Hamilton,tennis,hybrid,2011,2013,0.827,1,False,
oh_3927740_-8444537:c006,oh_3927740_-8444537,Hamilton,hybrid,tennis,2013,2015,0.814,1,True,reversion
oh_3927740_-8444537:c007,oh_3927740_-8444537,Hamilton,hybrid,tennis,2013,2015,0.813,1,True,reversion
oh_3927753_-8456662:c001,oh_3927753_-8456662,Hamilton,tennis,removed,2017,2019,0.652,1,False,
oh_3927778_-8433624:c003,oh_3927778_-8433624,Hamilton,tennis,hybrid,2013,2015,0.499,1,True,low_confidence
oh_3927778_-8433624:c003,oh_3927778_-8433624,Hamilton,hybrid,pickleball,2015,2017,0.414,,True,low_confidence
oh_3927778_-8433624:c003,oh_3927778_-8433624,Hamilton,pickleball,hybrid,2021,2023,0.31,1,True,low_confidence
oh_3927778_-8433624:c005,oh_3927778_-8433624,Hamilton,tennis,hybrid,2013,2015,0.527,1,True,low_confidence
oh_3927778_-8433624:c005,oh_3927778_-8433624,Hamilton,hybrid,pickleball,2015,2017,0.466,,True,low_confidence
oh_3927778_-8433624:c005,oh_3927778_-8433624,Hamilton,pickleball,hybrid,2021,2023,0.533,1,True,low_confidence
oh_3927778_-8433624:c007,oh_3927778_-8433624,Hamilton,tennis,hybrid,2011,2013,0.572,1,True,low_confidence
oh_3927778_-8433624:c007,oh_3927778_-8433624,Hamilton,hybrid,pickleball,2015,2017,0.374,,True,low_confidence
oh_3927778_-8433624:c007,oh_3927778_-8433624,Hamilton,pickleball,hybrid,2021,2023,0.324,1,True,low_confidence
oh_3927778_-8433624:c008,oh_3927778_-8433624,Hamilton,tennis,hybrid,2011,2013,0.771,1,False,
oh_3927778_-8433624:c008,oh_3927778_-8433624,Hamilton,hybrid,tennis,2013,2019,0.426,1,True,low_confidence;reversion
oh_3927778_-8433624:c009,oh_3927778_-8433624,Hamilton,hybrid,pickleball,2011,2013,0.356,1,True,low_confidence
oh_3927778_-8433624:c010,oh_3927778_-8433624,Hamilton,hybrid,tennis,2013,2019,0.585,1,True,low_confidence;reversion
oh_3927778_-8433624:c012,oh_3927778_-8433624,Hamilton,hybrid,pickleball,2013,2015,0.461,,True,low_confidence
oh_3928027_-8432059:c001,oh_3928027_-8432059,Hamilton,tennis,removed,2011,2023,0.9,1,False,
oh_3928140_-8434140:c002,oh_3928140_-8434140,Hamilton,tennis,hybrid,2017,2019,0.735,1,False,
oh_3928140_-8434140:c002,oh_3928140_-8434140,Hamilton,hybrid,tennis,2021,2023,0.405,1,True,low_confidence;reversion
oh_3928220_-8431738:c001,oh_3928220_-8431738,Hamilton,tennis,hybrid,2021,2023,0.755,1,False,
oh_3928220_-8431738:c002,oh_3928220_-8431738,Hamilton,tennis,hybrid,2021,2023,0.458,1,True,low_confidence
oh_3928276_-8427539:c001,oh_3928276_-8427539,Hamilton,removed,tennis,2015,2017,0.833,1,True,reversion
oh_3928276_-8427539:c002,oh_3928276_-8427539,Hamilton,removed,tennis,2013,2017,0.646,1,True,reversion
oh_3928276_-8427539:c003,oh_3928276_-8427539,Hamilton,removed,tennis,2015,2017,0.844,1,True,reversion
oh_3928402_-8433063:c004,oh_3928402_-8433063,Hamilton,tennis,hybrid,2019,2021,0.496,1,True,low_confidence
oh_3928402_-8433063:c005,oh_3928402_-8433063,Hamilton,tennis,removed,2021,2023,0.694,1,False,
oh_3928402_-8433063:c006,oh_3928402_-8433063,Hamilton,tennis,hybrid,2011,2013,0.717,1,False,
oh_3928402_-8433063:c006,oh_3928402_-8433063,Hamilton,hybrid,tennis,2013,2017,0.698,1,True,reversion
oh_3928402_-8433063:c006,oh_3928402_-8433063,Hamilton,tennis,removed,2021,2023,0.884,1,False,
oh_3928402_-8433063:c007,oh_3928402_-8433063,Hamilton,tennis,removed,2019,2021,0.418,1,True,low_confidence
oh_3928428_-8431925:c001,oh_3928428_-8431925,Hamilton,tennis,removed,2013,2021,0.711,1,False,
oh_3928701_-8452419:c001,oh_3928701_-8452419,Hamilton,tennis,hybrid,2021,2023,0.722,1,False,
oh_3928701_-8452419:c002,oh_3928701_-8452419,Hamilton,tennis,hybrid,2021,2023,0.541,1,True,low_confidence
oh_3928701_-8452419:c004,oh_3928701_-8452419,Hamilton,tennis,hybrid,2021,2023,0.526,1,True,low_confidence
oh_3928707_-8429798:c001,oh_3928707_-8429798,Hamilton,tennis,pickleball,2019,2021,0.607,,False,
oh_3928707_-8429798:c001,oh_3928707_-8429798,Hamilton,pickleball,hybrid,2021,2023,0.471,1,True,low_confidence
oh_3928762_-8444391:c001,oh_3928762_-8444391,Hamilton,tennis,removed,2019,2023,0.574,1,True,low_confidence
oh_3928984_-8439676:c001,oh_3928984_-8439676,Hamilton,tennis,hybrid,2013,2019,0.764,1,False,
oh_3928984_-8439676:c001,oh_3928984_-8439676,Hamilton,hybrid,tennis,2021,2023,0.359,1,True,low_confidence;reversion
oh_3928994_-8429292:c001,oh_3928994_-8429292,Hamilton,tennis,hybrid,2011,2013,0.596,1,True,low_confidence
oh_3928994_-8429292:c001,oh_3928994_-8429292,Hamilton,hybrid,pickleball,2017,2019,0.464,1,True,low_confidence
oh_3928994_-8429292:c001,oh_3928994_-8429292,Hamilton,pickleball,removed,2021,2023,0.892,1,False,
oh_3928994_-8429292:c002,oh_3928994_-8429292,Hamilton,pickleball,hybrid,2017,2019,0.621,1,False,
oh_3928994_-8429292:c002,oh_3928994_-8429292,Hamilton,hybrid,removed,2021,2023,0.496,1,True,low_confidence
oh_3929006_-8460789:c001,oh_3929006_-8460789,Hamilton,tennis,hybrid,2011,2021,0.366,1,True,low_confidence
oh_3929046_-8448089:c002,oh_3929046_-8448089,Hamilton,removed,pickleball,2015,2017,0.427,1,True,low_confidence;reversion
oh_3929046_-8448207:c001,oh_3929046_-8448207,Hamilton,tennis,hybrid,2011,2013,0.598,1,True,low_confidence
oh_3929046_-8448207:c001,oh_3929046_-8448207,Hamilton,hybrid,tennis,2013,2017,0.725,1,True,reversion
oh_3929046_-8448207:c001,oh_3929046_-8448207,Hamilton,tennis,hybrid,2021,2023,0.765,1,False,
oh_3929046_-8448207:c003,oh_3929046_-8448207,Hamilton,tennis,hybrid,2021,2023,0.655,1,False,
oh_3929059_-8432359:c002,oh_3929059_-8432359,Hamilton,tennis,removed,2019,2023,0.422,1,True,low_confidence
oh_3929303_-8430002:c001,oh_3929303_-8430002,Warren,tennis,removed,2021,2023,0.631,1,False,
oh_3929303_-8430002:c002,oh_3929303_-8430002,Warren,tennis,removed,2021,2023,0.629,1,False,
oh_3929474_-8435842:c001,oh_3929474_-8435842,Butler,tennis,removed,2019,2021,0.65,1,False,
oh_3929800_-8427557:c001,oh_3929800_-8427557,Warren,hybrid,pickleball,2013,2015,0.488,,True,low_confidence
oh_3929800_-8427557:c002,oh_3929800_-8427557,Warren,hybrid,pickleball,2013,2015,0.425,,True,low_confidence
oh_3929800_-8427557:c002,oh_3929800_-8427557,Warren,pickleball,hybrid,2015,2017,0.471,1,True,low_confidence
oh_3929826_-8436935:c001,oh_3929826_-8436935,Butler,tennis,hybrid,2013,2021,0.508,1,True,low_confidence
oh_3929874_-8444245:c001,oh_3929874_-8444245,Hamilton,tennis,removed,2019,2021,0.816,1,False,
oh_3929968_-8448874:c001,oh_3929968_-8448874,Hamilton,removed,tennis,2011,2019,0.449,1,True,low_confidence;reversion
oh_3930005_-8429267:c001,oh_3930005_-8429267,Warren,pickleball,hybrid,2011,2013,0.843,1,False,
oh_3930005_-8429267:c001,oh_3930005_-8429267,Warren,hybrid,pickleball,2015,2017,0.382,,True,low_confidence
