court_id,site_id,county,from,to,year_from,year_to,confidence,n_courts_to,flagged,flag_reasons
oh_4010065_-8278684:c002,oh_4010065_-8278684,Franklin,hybrid,tennis,2017,2019,0.552,1,True,low_confidence;reversion
oh_4010080_-8280953:c001,oh_4010080_-8280953,Franklin,removed,pickleball,2019,2021,0.948,1,True,reversion
oh_4010195_-8314136:c001,oh_4010195_-8314136,Franklin,removed,pickleball,2019,2021,0.848,4,True,reversion
oh_4010195_-8314136:c002,oh_4010195_-8314136,Franklin,removed,pickleball,2019,2021,0.796,4,True,reversion
oh_4010195_-8314136:c002,oh_4010195_-8314136,Franklin,pickleball,removed,2021,2023,0.634,1,False,
oh_4010215_-8307843:c002,oh_4010215_-8307843,Franklin,tennis,pickleball,2017,2019,0.905,,False,
oh_4010444_-8313531:c003,oh_4010444_-8313531,Franklin,tennis,removed,2011,2013,0.905,1,False,
oh_4010444_-8313531:c003,oh_4010444_-8313531,Franklin,removed,tennis,2015,2019,0.471,1,True,low_confidence;reversion
oh_4010461_-8298657:c001,oh_4010461_-8298657,Franklin,removed,tennis,2019,2021,0.361,1,True,low_confidence;reversion
oh_4010461_-8298657:c002,oh_4010461_-8298657,Franklin,tennis,removed,2011,2013,0.619,1,False,
oh_4010461_-8298657:c002,oh_4010461_-8298657,Franklin,removed,tennis,2019,2021,0.287,1,True,low_confidence;reversion
oh_4010877_-8312958:c003,oh_4010877_-8312958,Franklin,tennis,removed,2011,2013,0.366,1,True,low_confidence
oh_4010877_-8312958:c003,oh_4010877_-8312958,Franklin,removed,tennis,2013,2015,0.663,1,True,reversion
oh_4010890_-8281468:c001,oh_4010890_-8281468,Franklin,removed,pickleball,2019,2021,0.768,1,True,reversion
oh_4010890_-8281468:c002,oh_4010890_-8281468,Franklin,removed,pickleball,2019,2021,0.745,1,True,reversion
oh_4010995_-8303211:c001,oh_4010995_-8303211,Franklin,tennis,removed,2011,2013,0.671,1,False,
oh_4010995_-8303211:c001,oh_4010995_-8303211,Franklin,removed,tennis,2013,2015,0.351,1,True,low_confidence;reversion
oh_4010995_-8303211:c002,oh_4010995_-8303211,Franklin,tennis,removed,2011,2013,0.716,1,False,
oh_4010995_-8303211:c002,oh_4010995_-8303211,Franklin,removed,tennis,2013,2015,0.492,1,True,low_confidence;reversion
oh_4010995_-8303211:c003,oh_4010995_-8303211,Franklin,tennis,removed,2011,2013,0.786,1,False,
oh_4010995_-8303211:c003,oh_4010995_-8303211,Franklin,removed,tennis,2013,2015,0.436,1,True,low_confidence;reversion
oh_4010995_-8303211:c004,oh_4010995_-8303211,Franklin,tennis,removed,2011,2013,0.82,1,False,
oh_4010995_-8303211:c004,oh_4010995_-8303211,Franklin,removed,tennis,2013,2015,0.702,1,True,reversion
oh_4010995_-8303211:c005,oh_4010995_-8303211,Franklin,hybrid,removed,2011,2013,0.465,1,True,low_confidence
oh_4010995_-8303211:c005,oh_4010995_-8303211,Franklin,removed,pickleball,2013,2015,0.444,3,True,low_confidence;reversion
oh_4010995_-8303211:c006,oh_4010995_-8303211,Franklin,tennis,pickleball,2011,2013,0.282,1,True,low_confidence
oh_4011288_-8072549:c001,oh_4011288_-8072549,Belmont,tennis,hybrid,2020,2021,0.49,1,True,low_confidence
oh_4011288_-8072549:c002,oh_4011288_-8072549,Belmont,tennis,hybrid,2020,2021,0.654,1,False,
oh_4011486_-8305398:c003,oh_4011486_-8305398,Franklin,tennis,hybrid,2011,2013,0.834,1,False,
oh_4011486_-8305398:c003,oh_4011486_-8305398,Franklin,hybrid,tennis,2013,2017,0.729,1,True,reversion
oh_4011486_-8305398:c004,oh_4011486_-8305398,Franklin,tennis,hybrid,2011,2013,0.829,1,False,
oh_4011486_-8305398:c004,oh_4011486_-8305398,Franklin,hybrid,tennis,2013,2017,0.611,1,True,reversion
oh_4011499_-8311449:c001,oh_4011499_-8311449,Franklin,removed,tennis,2013,2019,0.617,1,True,reversion
oh_4011499_-8311449:c001,oh_4011499_-8311449,Franklin,tennis,removed,2021,2023,0.678,1,False,
oh_4011511_-8316645:c005,oh_4011511_-8316645,Franklin,removed,tennis,2015,2021,0.74,1,True,reversion
oh_4011805_-8292128:c001,oh_4011805_-8292128,Franklin,tennis,removed,2017,2019,0.888,1,False,
oh_4011805_-8292128:c001,oh_4011805_-8292128,Franklin,removed,tennis,2021,2023,0.513,1,True,low_confidence;reversion
oh_4011963_-8302097:c001,oh_4011963_-8302097,Franklin,tennis,removed,2011,2013,0.596,1,True,low_confidence
oh_4011963_-8302097:c001,oh_4011963_-8302097,Franklin,removed,tennis,2013,2015,0.339,1,True,low_confidence;reversion
oh_4011963_-8302097:c001,oh_4011963_-8302097,Franklin,tennis,hybrid,2017,2019,0.726,1,False,
oh_4011963_-8302097:c002,oh_4011963_-8302097,Franklin,tennis,hybrid,2017,2019,0.527,1,True,low_confidence
oh_4011963_-8302097:c002,oh_4011963_-8302097,Franklin,hybrid,tennis,2019,2021,0.754,1,True,reversion
oh_4011963_-8302097:c002,oh_4011963_-8302097,Franklin,tennis,removed,2021,2023,0.66,1,False,
oh_4012024_-8307714:c002,oh_4012024_-8307714,Franklin,tennis,removed,2011,2013,0.813,1,False,
oh_4012024_-8307714:c002,oh_4012024_-8307714,Franklin,removed,tennis,2013,2015,0.773,1,True,reversion
oh_4012024_-8307714:c003,oh_4012024_-8307714,Franklin,tennis,removed,2011,2013,0.771,1,False,
oh_4012024_-8307714:c003,oh_4012024_-8307714,Franklin,removed,tennis,2013,2015,0.738,1,True,reversion
oh_4012024_-8307714:c005,oh_4012024_-8307714,Franklin,tennis,removed,2011,2013,0.749,1,False,
oh_4012024_-8307714:c005,oh_4012024_-8307714,Franklin,removed,tennis,2013,2015,0.608,1,True,reversion
oh_4012167_-8200770:c001,oh_4012167_-8200770,Muskingum,removed,tennis,2011,2013,0.467,1,True,low_confidence;reversion
oh_4012167_-8200770:c001,oh_4012167_-8200770,Muskingum,tennis,removed,2021,2023,0.47,1,True,low_confidence
oh_4012167_-8200770:c002,oh_4012167_-8200770,Muskingum,removed,hybrid,2011,2013,0.45,1,True,low_confidence;reversion
oh_4012167_-8200770:c002,oh_4012167_-8200770,Muskingum,hybrid,tennis,2013,2015,0.407,1,True,low_confidence;reversion
oh_4012167_-8200770:c002,oh_4012167_-8200770,Muskingum,tennis,hybrid,2019,2021,0.57,1,True,low_confidence
oh_4012167_-8200770:c002,oh_4012167_-8200770,Muskingum,hybrid,removed,2021,2023,0.57,1,True,low_confidence
oh_4012225_-8315993:c002,oh_4012225_-8315993,Franklin,tennis,hybrid,2011,2013,0.874,1,False,
oh_4012225_-8315993:c002,oh_4012225_-8315993,Franklin,hybrid,tennis,2013,2015,0.484,1,True,low_confidence;reversion
oh_4012247_-8309752:c001,oh_4012247_-8309752,Franklin,tennis,removed,2011,2013,0.724,1,False,
oh_4012247_-8309752:c001,oh_4012247_-8309752,Franklin,removed,tennis,2013,2015,0.379,1,True,low_confidence;reversion
oh_4012268_-8294946:c001,oh_4012268_-8294946,Franklin,removed,tennis,2013,2015,0.33,1,True,low_confidence;reversion
oh_4012268_-8294946:c002,oh_4012268_-8294946,Franklin,removed,tennis,2013,2017,0.896,1,True,reversion
oh_4012358_-8304591:c003,oh_4012358_-8304591,Franklin,pickleball,tennis,2011,2013,0.558,1,True,low_confidence;reversion
oh_4012358_-8304591:c003,oh_4012358_-8304591,Franklin,tennis,pickleball,2013,2019,0.708,,False,
oh_4012358_-8304591:c003,oh_4012358_-8304591,Franklin,pickleball,padel,2021,2023,0.325,1,True,low_confidence
oh_4012358_-8304591:c004,oh_4012358_-8304591,Franklin,hybrid,pickleball,2013,2019,0.28,,True,low_confidence
oh_4012358_-8304591:c004,oh_4012358_-8304591,Franklin,pickleball,tennis,2021,2023,0.267,1,True,low_confidence;reversion
oh_4012358_-8304591:c005,oh_4012358_-8304591,Franklin,tennis,hybrid,2011,2013,0.723,1,False,
oh_4012358_-8304591:c005,oh_4012358_-8304591,Franklin,hybrid,tennis,2015,2017,0.492,1,True,low_confidence;reversion
oh_4012358_-8304591:c006,oh_4012358_-8304591,Franklin,tennis,hybrid,2011,2013,0.809,1,False,
oh_4012358_-8304591:c006,oh_4012358_-8304591,Franklin,hybrid,tennis,2015,2017,0.523,1,True,low_confidence;reversion
oh_4012358_-8304591:c009,oh_4012358_-8304591,Franklin,tennis,hybrid,2011,2019,0.59,1,True,low_confidence
oh_4012358_-8304591:c011,oh_4012358_-8304591,Franklin,tennis,removed,2011,2019,0.967,1,False,
oh_4012358_-8304591:c011,oh_4012358_-8304591,Franklin,removed,tennis,2021,2023,0.658,1,True,reversion
oh_4012358_-8304591:c013,oh_4012358_-8304591,Franklin,removed,tennis,2021,2023,0.723,1,True,reversion
oh_4012358_-8304591:c014,oh_4012358_-8304591,Franklin,tennis,removed,2021,2023,0.787,1,False,
oh_4012358_-8304591:c015,oh_4012358_-8304591,Franklin,tennis,removed,2019,2023,0.589,1,True,low_confidence
oh_4012358_-8304591:c016,oh_4012358_-8304591,Franklin,tennis,hybrid,2013,2015,0.621,1,False,
oh_4012358_-8304591:c016,oh_4012358_-8304591,Franklin,hybrid,removed,2015,2021,0.646,1,False,
oh_4012358_-8304591:c016,oh_4012358_-8304591,Franklin,removed,tennis,2021,2023,0.481,1,True,low_confidence;reversion
oh_4012358_-8304591:c018,oh_4012358_-8304591,Franklin,tennis,removed,2017,2019,0.744,1,False,
oh_4012358_-8304591:c018,oh_4012358_-8304591,Franklin,removed,tennis,2021,2023,0.474,1,True,low_confidence;reversion
oh_4012471_-8299859:c001,oh_4012471_-8299859,Franklin,tennis,removed,2015,2017,0.782,1,False,
oh_4012471_-8299859:c002,oh_4012471_-8299859,Franklin,tennis,removed,2015,2017,0.792,1,False,
oh_4012501_-8311437:c001,oh_4012501_-8311437,Franklin,tennis,removed,2011,2013,0.311,1,True,low_confidence
oh_4012501_-8311437:c001,oh_4012501_-8311437,Franklin,removed,tennis,2015,2019,0.687,1,True,reversion
oh_4012718_-8396400:c001,oh_4012718_-8396400,Champaign,removed,tennis,2013,2015,0.32,1,True,low_confidence;reversion
oh_4012718_-8396400:c001,oh_4012718_-8396400,Champaign,tennis,removed,2017,2019,0.626,1,False,
oh_4012997_-8301989:c001,oh_4012997_-8301989,Franklin,tennis,removed,2011,2013,0.735,1,False,
oh_4012997_-8301989:c001,oh_4012997_-8301989,Franklin,removed,tennis,2013,2019,0.382,1,True,low_confidence;reversion
oh_4012997_-8301989:c001,oh_4012997_-8301989,Franklin,tennis,removed,2021,2023,0.621,1,False,
oh_4012997_-8301989:c002,oh_4012997_-8301989,Franklin,tennis,removed,2011,2013,0.758,1,False,
oh_4012997_-8301989:c002,oh_4012997_-8301989,Franklin,removed,tennis,2013,2015,0.465,1,True,low_confidence;reversion
oh_4013026_-8305162:c001,oh_4013026_-8305162,Franklin,tennis,removed,2019,2021,0.633,1,False,
oh_4013072_-8443031:c001,oh_4013072_-8443031,Miami,tennis,removed,2017,2019,0.812,1,False,
oh_4013267_-8325320:c001,oh_4013267_-8325320,Union,tennis,removed,2019,2023,0.423,1,True,low_confidence
oh_4013351_-8298019:c001,oh_4013351_-8298019,Franklin,tennis,removed,2011,2013,0.587,1,True,low_confidence
oh_4013351_-8298019:c001,oh_4013351_-8298019,Franklin,removed,tennis,2013,2015,0.501,1,True,low_confidence;reversion
oh_4013351_-8298019:c002,oh_4013351_-8298019,Franklin,tennis,removed,2011,2013,0.653,1,False,
oh_4013351_-8298019:c002,oh_4013351_-8298019,Franklin,removed,tennis,2013,2015,0.448,1,True,low_confidence;reversion
oh_4013351_-8298019:c002,oh_4013351_-8298019,Franklin,tennis,removed,2021,2023,0.482,1,True,low_confidence
oh_4013351_-8298019:c005,oh_4013351_-8298019,Franklin,tennis,removed,2011,2013,0.818,1,False,
oh_4013351_-8298019:c005,oh_4013351_-8298019,Franklin,removed,tennis,2013,2015,0.357,1,True,low_confidence;reversion
oh_4013351_-8298019:c006,oh_4013351_-8298019,Franklin,tennis,removed,2011,2013,0.791,1,False,
oh_4013351_-8298019:c006,oh_4013351_-8298019,Franklin,removed,tennis,2013,2015,0.502,1,True,low_confidence;reversion
oh_4013375_-8317393:c001,oh_4013375_-8317393,Union,tennis,hybrid,2011,2013,0.812,1,False,
oh_4013375_-8317393:c001,oh_4013375_-8317393,Union,hybrid,tennis,2015,2019,0.517,1,True,low_confidence;reversion
oh_4013375_-8317393:c002,oh_4013375_-8317393,Union,tennis,hybrid,2011,2013,0.837,1,False,
oh_4013375_-8317393:c002,oh_4013375_-8317393,Union,hybrid,tennis,2015,2017,0.62,1,True,reversion
oh_4013375_-8317393:c002,oh_4013375_-8317393,Union,tennis,hybrid,2017,2019,0.711,1,False,
oh_4013375_-8317393:c002,oh_4013375_-8317393,Union,hybrid,tennis,2021,2023,0.808,1,True,reversion
oh_4013375_-8317393:c003,oh_4013375_-8317393,Union,tennis,hybrid,2011,2013,0.845,1,False,
oh_4013375_-8317393:c003,oh_4013375_-8317393,Union,hybrid,tennis,2015,2017,0.695,1,True,reversion
oh_4013375_-8317393:c004,oh_4013375_-8317393,Union,tennis,hybrid,2011,2013,0.775,1,False,
oh_4013375_-8317393:c004,oh_4013375_-8317393,Union,hybrid,tennis,2015,2017,0.515,1,True,low_confidence;reversion
oh_4013375_-8317393:c004,oh_4013375_-8317393,Union,tennis,hybrid,2017,2019,0.451,1,True,low_confidence
oh_4013375_-8317393:c004,oh_4013375_-8317393,Union,hybrid,tennis,2021,2023,0.719,1,True,reversion
oh_4013375_-8317393:c005,oh_4013375_-8317393,Union,tennis,hybrid,2011,2013,0.847,1,False,
oh_4013375_-8317393:c005,oh_4013375_-8317393,Union,hybrid,tennis,2015,2017,0.528,1,True,low_confidence;reversion
oh_4013389_-8300415:c001,oh_4013389_-8300415,Franklin,tennis,removed,2021,2023,0.73,1,False,
oh_4013392_-8289608:c002,oh_4013392_-8289608,Delaware,tennis,removed,2011,2013,0.688,1,False,
oh_4013392_-8289608:c002,oh_4013392_-8289608,Delaware,removed,tennis,2013,2015,0.418,1,True,low_confidence;reversion
oh_4013392_-8289608:c004,oh_4013392_-8289608,Delaware,tennis,removed,2011,2013,0.591,1,True,low_confidence
oh_4013392_-8289608:c004,oh_4013392_-8289608,Delaware,removed,tennis,2013,2015,0.331,1,True,low_confidence;reversion
oh_4013392_-8289608:c005,oh_4013392_-8289608,Delaware,tennis,removed,2011,2013,0.699,1,False,
oh_4013392_-8289608:c005,oh_4013392_-8289608,Delaware,removed,tennis,2013,2015,0.485,1,True,low_confidence;reversion
oh_4013493_-8314235:c002,oh_4013493_-8314235,Franklin,tennis,hybrid,2011,2013,0.527,1,True,low_confidence
oh_4013493_-8314235:c002,oh_4013493_-8314235,Franklin,hybrid,tennis,2015,2017,0.443,1,True,low_confidence;reversion
oh_4013865_-8312542:c001,oh_4013865_-8312542,Franklin,tennis,removed,2011,2013,0.549,1,True,low_confidence
oh_4013865_-8312542:c001,oh_4013865_-8312542,Franklin,removed,tennis,2013,2015,0.56,1,True,low_confidence;reversion
oh_4014002_-8315442:c001,oh_4014002_-8315442,Franklin,hybrid,removed,2013,2015,0.594,1,True,low_confidence
oh_4014002_-8315442:c002,oh_4014002_-8315442,Franklin,tennis,removed,2019,2021,0.533,1,True,low_confidence
oh_4014002_-8315442:c003,oh_4014002_-8315442,Franklin,tennis,removed,2011,2017,0.42,1,True,low_confidence
oh_4014002_-8315442:c005,oh_4014002_-8315442,Franklin,tennis,hybrid,2021,2023,0.464,1,True,low_confidence
oh_4014002_-8315442:c006,oh_4014002_-8315442,Franklin,tennis,removed,2019,2021,0.484,1,True,low_confidence
oh_4014002_-8315442:c006,oh_4014002_-8315442,Franklin,removed,hybrid,2021,2023,0.864,1,True,reversion
oh_4014002_-8315442:c007,oh_4014002_-8315442,Franklin,tennis,hybrid,2019,2021,0.332,1,True,low_confidence
oh_4014057_-8291711:c003,oh_4014057_-8291711,Delaware,removed,pickleball,2013,2019,0.762,2,True,reversion
oh_4014057_-8291711:c004,oh_4014057_-8291711,Delaware,removed,pickleball,2015,2019,0.433,2,True,low_confidence;reversion
oh_4014362_-8106914:c001,oh_4014362_-8106914,Belmont,removed,tennis,2013,2015,0.744,1,True,reversion
oh_4014362_-8106914:c001,oh_4014362_-8106914,Belmont,tennis,removed,2019,2023,0.526,1,True,low_confidence
oh_4014363_-8313795:c001,oh_4014363_-8313795,Delaware,tennis,removed,2019,2023,0.552,1,True,low_confidence
oh_4014669_-8318005:c001,oh_4014669_-8318005,Union,removed,tennis,2011,2013,0.628,1,True,reversion
oh_4014669_-8318005:c001,oh_4014669_-8318005,Union,tennis,hybrid,2021,2023,0.45,1,True,low_confidence
oh_4014669_-8318005:c002,oh_4014669_-8318005,Union,removed,tennis,2011,2013,0.435,1,True,low_confidence;reversion
oh_4014669_-8318005:c003,oh_4014669_-8318005,Union,removed,tennis,2011,2013,0.429,1,True,low_confidence;reversion
oh_4014669_-8318005:c004,oh_4014669_-8318005,Union,hybrid,tennis,2015,2017,0.37,1,True,low_confidence;reversion
oh_4014669_-8318005:c004,oh_4014669_-8318005,Union,tennis,removed,2021,2023,0.328,1,True,low_confidence
oh_4014669_-8318005:c006,oh_4014669_-8318005,Union,hybrid,tennis,2013,2015,0.555,1,True,low_confidence;reversion
oh_4014986_-8286072:c001,oh_4014986_-8286072,Delaware,removed,tennis,2015,2019,0.653,1,True,reversion
oh_4015267_-8289027:c001,oh_4015267_-8289027,Delaware,removed,pickleball,2021,2023,0.761,,True,reversion
oh_4015297_-8314204:c002,oh_4015297_-8314204,Delaware,tennis,hybrid,2011,2013,0.685,1,False,
oh_4015297_-8314204:c002,oh_4015297_-8314204,Delaware,hybrid,tennis,2013,2017,0.506,1,True,low_confidence;reversion
oh_4015297_-8314204:c005,oh_4015297_-8314204,Delaware,tennis,hybrid,2011,2013,0.74,1,False,
oh_4015297_-8314204:c005,oh_4015297_-8314204,Delaware,hybrid,tennis,2013,2017,0.478,1,True,low_confidence;reversion
oh_4015308_-8307285:c005,oh_4015308_-8307285,Delaware,tennis,removed,2021,2023,0.751,1,False,
oh_4015333_-8290595:c001,oh_4015333_-8290595,Delaware,tennis,removed,2021,2023,0.685,1,False,
oh_4015333_-8290595:c002,oh_4015333_-8290595,Delaware,tennis,hybrid,2017,2019,0.617,1,False,
oh_4015333_-8290595:c002,oh_4015333_-8290595,Delaware,hybrid,removed,2021,2023,0.385,1,True,low_confidence
oh_4015333_-8290595:c003,oh_4015333_-8290595,Delaware,tennis,removed,2021,2023,0.541,1,True,low_confidence
oh_4015629_-8309838:c001,oh_4015629_-8309838,Delaware,hybrid,tennis,2011,2015,0.575,1,True,low_confidence;reversion
oh_4015629_-8309838:c001,oh_4015629_-8309838,Delaware,tennis,hybrid,2017,2019,0.716,1,False,
oh_4015629_-8309838:c001,oh_4015629_-8309838,Delaware,hybrid,removed,2021,2023,0.609,1,False,
oh_4015629_-8309838:c002,oh_4015629_-8309838,Delaware,tennis,removed,2011,2015,0.807,1,False,
oh_4015629_-8309838:c002,oh_4015629_-8309838,Delaware,removed,tennis,2015,2019,0.527,1,True,low_confidence;reversion
oh_4015629_-8309838:c003,oh_4015629_-8309838,Delaware,hybrid,tennis,2013,2015,0.777,1,True,reversion
oh_4015629_-8309838:c003,oh_4015629_-8309838,Delaware,tennis,hybrid,2019,2021,0.462,1,True,low_confidence
oh_4015629_-8309838:c003,oh_4015629_-8309838,Delaware,hybrid,removed,2021,2023,0.631,1,False,
oh_4015629_-8309838:c005,oh_4015629_-8309838,Delaware,tennis,removed,2021,2023,0.536,1,True,low_confidence
oh_4015629_-8309838:c006,oh_4015629_-8309838,Delaware,tennis,hybrid,2011,2013,0.624,1,False,
oh_4015629_-8309838:c006,oh_4015629_-8309838,Delaware,hybrid,tennis,2013,2015,0.538,1,True,low_confidence;reversion
oh_4015701_-8310016:c001,oh_4015701_-8310016,Delaware,removed,tennis,2011,2015,0.578,1,True,low_confidence;reversion
oh_4015701_-8310016:c001,oh_4015701_-8310016,Delaware,tennis,removed,2017,2019,0.752,1,False,
oh_4015701_-8310016:c001,oh_4015701_-8310016,Delaware,removed,tennis,2021,2023,0.592,1,True,low_confidence;reversion
oh_4015701_-8310016:c002,oh_4015701_-8310016,Delaware,removed,hybrid,2013,2015,0.527,1,True,low_confidence;reversion
oh_4015701_-8310016:c002,oh_4015701_-8310016,Delaware,hybrid,removed,2017,2019,0.387,1,True,low_confidence
oh_4015701_-8310016:c002,oh_4015701_-8310016,Delaware,removed,pickleball,2021,2023,0.606,,True,reversion
oh_4015701_-8310016:c003,oh_4015701_-8310016,Delaware,removed,pickleball,2011,2015,0.253,1,True,low_confidence;reversion
oh_4015701_-8310016:c003,oh_4015701_-8310016,Delaware,pickleball,removed,2017,2019,0.313,1,True,low_confidence
oh_4015701_-8310016:c003,oh_4015701_-8310016,Delaware,removed,pickleball,2019,2023,0.401,,True,low_confidence;reversion
oh_4015701_-8310016:c004,oh_4015701_-8310016,Delaware,removed,pickleball,2013,2015,0.691,,True,reversion
oh_4015701_-8310016:c004,oh_4015701_-8310016,Delaware,pickleball,removed,2017,2019,0.58,1,True,low_confidence
oh_4015701_-8310016:c004,oh_4015701_-8310016,Delaware,removed,hybrid,2019,2023,0.407,1,True,low_confidence;reversion
oh_4015701_-8310016:c005,oh_4015701_-8310016,Delaware,tennis,removed,2017,2019,0.492,1,True,low_confidence
oh_4015701_-8310016:c008,oh_4015701_-8310016,Delaware,pickleball,removed,2017,2019,0.469,1,True,low_confidence
oh_4015790_-8420789:c001,oh_4015790_-8420789,Miami,tennis,removed,2013,2015,0.353,1,True,low_confidence
oh_4015790_-8420789:c001,oh_4015790_-8420789,Miami,removed,tennis,2019,2021,0.64,1,True,reversion
oh_4015790_-8420789:c002,oh_4015790_-8420789,Miami,tennis,removed,2015,2017,0.329,1,True,low_confidence
oh_4015790_-8420789:c003,oh_4015790_-8420789,Miami,tennis,removed,2015,2017,0.48,1,True,low_confidence
oh_4015790_-8420789:c003,oh_4015790_-8420789,Miami,removed,tennis,2017,2019,0.685,1,True,reversion
oh_4015790_-8420789:c004,oh_4015790_-8420789,Miami,removed,tennis,2019,2021,0.351,1,True,low_confidence;reversion
oh_4015790_-8420789:c004,oh_4015790_-8420789,Miami,tennis,removed,2021,2023,0.351,1,True,low_confidence
oh_4016068_-8425909:c002,oh_4016068_-8425909,Miami,removed,tennis,2017,2019,0.498,1,True,low_confidence;reversion
oh_4016107_-8426963:c001,oh_4016107_-8426963,Miami,tennis,removed,2011,2019,0.573,1,True,low_confidence
oh_4016557_-8070325:c001,oh_4016557_-8070325,Jefferson,tennis,removed,2018,2020,0.533,1,True,low_confidence
oh_4016557_-8070325:c001,oh_4016557_-8070325,Jefferson,removed,tennis,2020,2021,0.5,1,True,low_confidence;reversion
oh_4016736_-8294557:c002,oh_4016736_-8294557,Delaware,tennis,pickleball,2021,2023,0.458,,True,low_confidence
oh_4016736_-8294557:c003,oh_4016736_-8294557,Delaware,tennis,hybrid,2015,2017,0.544,1,True,low_confidence
oh_4016736_-8294557:c003,oh_4016736_-8294557,Delaware,hybrid,tennis,2017,2019,0.718,1,True,reversion
oh_4016736_-8294557:c003,oh_4016736_-8294557,Delaware,tennis,pickleball,2021,2023,0.389,1,True,low_confidence
oh_4016736_-8294557:c004,oh_4016736_-8294557,Delaware,tennis,hybrid,2011,2013,0.376,1,True,low_confidence
oh_4016736_-8294557:c004,oh_4016736_-8294557,Delaware,hybrid,tennis,2015,2017,0.516,1,True,low_confidence;reversion
oh_4016736_-8294557:c004,oh_4016736_-8294557,Delaware,tennis,hybrid,2017,2019,0.65,1,False,
oh_4016736_-8294557:c004,oh_4016736_-8294557,Delaware,hybrid,tennis,2019,2021,0.477,1,True,low_confidence;reversion
oh_4016736_-8294557:c006,oh_4016736_-8294557,Delaware,removed,tennis,2013,2017,0.849,1,True,reversion
oh_4016767_-8318991:c001,oh_4016767_-8318991,Union,removed,pickleball,2015,2019,0.749,,True,reversion
oh_4016855_-8308569:c001,oh_4016855_-8308569,Delaware,removed,pickleball,2015,2017,0.552,1,True,low_confidence;reversion
oh_4016930_-8291218:c001,oh_4016930_-8291218,Delaware,tennis,hybrid,2021,2023,0.736,1,False,
oh_4016930_-8291218:c003,oh_4016930_-8291218,Delaware,tennis,hybrid,2011,2013,0.866,1,False,
oh_4016930_-8291218:c003,oh_4016930_-8291218,Delaware,hybrid,tennis,2013,2015,0.758,1,True,reversion
oh_4016930_-8291218:c004,oh_4016930_-8291218,Delaware,tennis,hybrid,2011,2013,0.777,1,False,
oh_4016930_-8291218:c004,oh_4016930_-8291218,Delaware,hybrid,removed,2013,2015,0.677,1,False,
oh_4016930_-8291218:c004,oh_4016930_-8291218,Delaware,removed,tennis,2015,2017,0.677,1,True,reversion
oh_4016972_-8286303:c001,oh_4016972_-8286303,Delaware,tennis,hybrid,2013,2015,0.461,1,True,low_confidence
oh_4016972_-8286303:c001,oh_4016972_-8286303,Delaware,hybrid,tennis,2015,2017,0.534,1,True,low_confidence;reversion
oh_4017012_-8289129:c002,oh_4017012_-8289129,Delaware,hybrid,tennis,2013,2015,0.5,1,True,low_confidence;reversion
oh_4017083_-8298267:c001,oh_4017083_-8298267,Delaware,removed,tennis,2017,2019,0.665,1,True,reversion
oh_4017083_-8298267:c002,oh_4017083_-8298267,Delaware,removed,tennis,2017,2019,0.726,1,True,reversion
oh_4017083_-8298267:c003,oh_4017083_-8298267,Delaware,tennis,removed,2011,2013,0.37,1,True,low_confidence
oh_4017083_-8298267:c003,oh_4017083_-8298267,Delaware,removed,tennis,2017,2019,0.732,1,True,reversion
oh_4017083_-8298267:c004,oh_4017083_-8298267,Delaware,tennis,removed,2011,2013,0.473,1,True,low_confidence
oh_4017083_-8298267:c004,oh_4017083_-8298267,Delaware,removed,tennis,2017,2019,0.809,1,True,reversion
oh_4017083_-8298267:c005,oh_4017083_-8298267,Delaware,tennis,removed,2011,2013,0.465,1,True,low_confidence
oh_4017083_-8298267:c005,oh_4017083_-8298267,Delaware,removed,tennis,2017,2019,0.77,1,True,reversion
oh_4017083_-8298267:c006,oh_4017083_-8298267,Delaware,tennis,removed,2013,2015,0.565,1,True,low_confidence
oh_4017083_-8298267:c006,oh_4017083_-8298267,Delaware,removed,tennis,2017,2019,0.775,1,True,reversion
oh_4017083_-8298267:c007,oh_4017083_-8298267,Delaware,removed,tennis,2017,2019,0.786,1,True,reversion
oh_4017083_-8298267:c008,oh_4017083_-8298267,Delaware,removed,tennis,2017,2019,0.75,1,True,reversion
oh_4017300_-8302900:c001,oh_4017300_-8302900,Delaware,tennis,removed,2019,2021,0.502,1,True,low_confidence
oh_4018256_-8427901:c001,oh_4018256_-8427901,Miami,tennis,removed,2019,2021,0.367,1,True,low_confidence
oh_4018256_-8427901:c001,oh_4018256_-8427901,Miami,removed,pickleball,2021,2023,0.398,,True,low_confidence;reversion
oh_4018359_-8319694:c001,oh_4018359_-8319694,Union,removed,tennis,2019,2021,0.723,1,True,reversion
oh_4018359_-8319694:c002,oh_4018359_-8319694,Union,removed,tennis,2019,2021,0.825,1,True,reversion
oh_4018730_-8309907:c006,oh_4018730_-8309907,Delaware,tennis,hybrid,2011,2013,0.729,1,False,
oh_4018730_-8309907:c006,oh_4018730_-8309907,Delaware,hybrid,tennis,2013,2015,0.56,1,True,low_confidence;reversion
oh_4018857_-8148542:c001,oh_4018857_-8148542,Guernsey,tennis,removed,2011,2013,0.783,1,False,
oh_4018857_-8148542:c001,oh_4018857_-8148542,Guernsey,removed,tennis,2015,2017,0.864,1,True,reversion
oh_4018950_-8446709:c001,oh_4018950_-8446709,Darke,tennis,removed,2011,2019,0.374,1,True,low_confidence
